M+S^E_3 with selection size 0.05 comparison in terms of gap closed - nb of sdp cuts added at cut rounds - nb of sdp cuts added based on the optimality measure between selection strategiescomb - feas
,,,,gap_closed_at_round_,_,_,_,_,_,_,_,nb_sdp_cuts_at_round_,_,_,_,_,_,_,_,nb_opt_cuts_at_round_,_,_,_,_,_,_,_
filename,size,density,nb_constraints,r1_feas,r1_comb,r2_feas,r2_comb,r3_feas,r3_comb,r4_feas,r4_comb,r1_feas,r1_comb,r2_feas,r2_comb,r3_feas,r3_comb,r4_feas,r4_comb,r1_feas,r1_comb,r2_feas,r2_comb,r3_feas,r3_comb,r4_feas,r4_comb
q_30_15_50_1,30,50,15,0.20365556917072977,0.20600142356151058,0.2820399850174057,0.4734254400971577,0.3394994770776947,0.648452686244061,0.5070458239457295,0.7030479704669137,30,30,30,30,30,30,30,30,0,30,0,30,0,30,0,30
q_30_15_50_2,30,50,15,0.1587235656384852,0.18160318942438058,0.2698760114277218,0.34377555241249225,0.36331255074911384,0.5942866565182164,0.5101230954217135,0.7088084136444787,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_15_50_3,30,50,15,0.191382972898798,0.23953140441272752,0.35096300010301007,0.5065424366829259,0.41575456044715003,0.5399913769248244,0.5629201164585815,0.6926552117966017,29,29,29,29,29,29,29,29,0,29,0,29,0,29,0,29
q_30_15_50_4,30,50,15,0.20223776581352249,0.19508893550690998,0.3390765879506483,0.2775092444618002,0.48067899123080243,0.5152387582001015,0.608404430297744,0.6239499354658922,26,26,26,26,26,26,26,26,0,26,0,26,0,26,0,26
q_30_15_50_5,30,50,15,0.231524427897953,0.27117257214317236,0.3564203488811131,0.3680975720934395,0.4278106342373754,0.6123611406686416,0.5219006111247068,0.7363193220232308,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_15_75_1,30,75,15,0.2171333585653596,0.18671178451524945,0.355398158569035,0.3614888191521542,0.44388052352614543,0.6086279423140926,0.595856633824245,0.6813275589308989,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_15_75_2,30,75,15,0.4178257870544784,0.34583838310748,0.5428124580916627,0.5056186882201195,0.6864276625709427,0.7733062833518852,0.7681770190671412,0.8131648869841316,25,25,25,25,25,25,25,25,0,25,0,25,0,25,0,25
q_30_15_75_3,30,75,15,0.6616178544943137,0.8307061035509945,0.8248164587391593,0.8783639228886524,0.8574551002207292,0.903735889317285,0.8942877381847791,0.9053835169192371,26,26,26,26,26,26,26,26,0,26,0,26,0,26,0,26
q_30_15_75_4,30,75,15,0.2994579825356707,0.362231492038228,0.4411021830313208,0.4041783555805385,0.4771641101534655,0.5963702031723339,0.5952513087473125,0.6227265760058142,24,24,24,24,24,24,24,24,0,24,0,24,0,24,0,24
q_30_15_75_5,30,75,15,0.5572540981766169,0.45092289918142303,0.6869623813336114,0.6289138744036297,0.7349602717935996,0.8252854686053959,0.8398007077555402,0.9187931654803151,29,29,29,29,29,29,29,29,0,29,0,29,0,29,0,29
q_30_30_100_1,30,100,30,0.2497724072163606,0.2399997702414214,0.2831979485664439,0.5532012887686558,0.45435864466235176,0.6192120080758432,0.5398392019278113,0.6419953248003092,203,203,203,203,203,203,203,203,0,203,0,203,0,183,0,36
q_30_30_100_2,30,100,30,0.21377842315872492,0.23261706871528523,0.2925078694060154,0.6338710516725199,0.481934685575607,0.7379247899016258,0.634007306000637,0.7673257488167976,203,203,203,203,203,203,203,203,0,203,0,203,0,203,0,57
q_30_30_100_3,30,100,30,0.2414156005987751,0.27932616999309434,0.31935995739925005,0.7376788823548394,0.5694864696528594,0.8074470981675163,0.7300529486449213,0.8443480556992796,203,203,203,203,203,203,203,203,0,203,0,203,0,203,0,97
q_30_30_100_4,30,100,30,0.33170755242521965,0.35977867559313875,0.3763371203582293,0.7664299808742069,0.6673766606496144,0.8376771279225849,0.786963410899963,0.8696297129888751,203,203,203,203,203,203,203,203,0,203,0,203,0,126,0,37
q_30_30_100_5,30,100,30,0.32833737606433666,0.30813694645457634,0.3724769275065995,0.7712429134856493,0.6248544629301578,0.8450653144270371,0.7636209717520364,0.8707211748150903,203,203,203,203,203,203,203,203,0,203,0,203,0,203,0,21
q_30_30_25_1,30,25,30,0.12259026549522882,0.18275796960065527,0.235736302839246,0.2641351413379708,0.25712456493227853,0.35279505687104046,0.28575157457785977,0.3727616066394856,3,3,3,3,3,3,3,3,0,3,0,3,0,3,0,3
q_30_30_25_2,30,25,30,0.9741622058838753,0.9741622058838753,0.9757698465804108,0.9757698465804108,0.9934577779088595,0.9934577779088595,0.9990897821112285,0.9990897821112285,3,3,3,3,3,3,3,3,0,3,0,3,0,3,0,3
q_30_30_25_3,30,25,30,0.03643264353361959,0.09358870620859411,0.13522376356408528,0.1636658756486356,0.17966730532954295,0.25730256166734367,0.21052526873795938,0.3196691010363454,3,3,3,3,3,3,3,3,0,3,0,3,0,3,0,3
q_30_30_25_4,30,25,30,0.15447220277615112,0.15447220277615112,0.4338271102665165,0.42803896308610817,0.5204201546121808,0.5891921732242733,0.5619550522426272,0.6908761773297738,4,4,4,4,4,4,4,4,0,4,0,4,0,4,0,4
q_30_30_25_5,30,25,30,0.12733740494879245,0.10818854645086073,0.19263761122943845,0.13040304868692235,0.19263761122943845,0.23442255628199107,0.2616192400102487,0.2605607936045491,3,3,3,3,3,3,3,3,0,3,0,3,0,3,0,3
q_30_30_50_1,30,50,30,0.24414772908541327,0.2604020171785426,0.455371218975693,0.46793986836953033,0.5736518345303712,0.7435742637870151,0.7406808302053258,0.8405190646953468,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_30_50_2,30,50,30,0.2055575605318764,0.3259105264039346,0.3413238843431333,0.36803037047944764,0.5012956447993441,0.5448209316215581,0.5639410327356147,0.6289303087517764,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_30_50_3,30,50,30,0.17471802030888847,0.1090232391399723,0.2582054095895863,0.3559841700139674,0.35104199622694254,0.45883869578916564,0.423612954586807,0.5186918211285947,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_30_50_4,30,50,30,0.11548735516245881,0.08288856130795529,0.20786734050577357,0.32526411486193163,0.3288694118406972,0.48935771883442264,0.45183672118880397,0.5893912234819852,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_30_50_5,30,50,30,0.7259522322353188,0.7710019929567786,0.7900980362301155,0.8908980898326015,0.9202744651336331,0.9252726516122263,0.9443762673785668,0.9510125974625835,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_30_75_1,30,75,30,0.19424751053682923,0.16248742559314322,0.3352195995394745,0.3195361041494335,0.3877440346950052,0.5553227995599571,0.5268944996908196,0.5959353736262087,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_30_75_2,30,75,30,0.21123934537786404,0.26353912335093965,0.32362965956542866,0.3601152626489499,0.4654919554263295,0.6659397548181012,0.5775080793005398,0.7560319487717647,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_30_75_3,30,75,30,0.2749195045351158,0.2977823533918804,0.45463924139050227,0.45719930787204205,0.518126459639419,0.6518366699159613,0.6095846596051445,0.7313255008219098,25,25,25,25,25,25,25,25,0,25,0,25,0,25,0,25
q_30_30_75_4,30,75,30,0.2513102804885961,0.26575048938360674,0.3604873870843732,0.3660335285298496,0.4211554605165006,0.5261496490187735,0.49353887069129876,0.646107074919835,26,26,26,26,26,26,26,26,0,26,0,26,0,26,0,26
q_30_30_75_5,30,75,30,0.255076167660707,0.2314446528837197,0.4024121745667543,0.32947716166628965,0.42545081298836235,0.5269527521015566,0.4935131043544917,0.6417360834652206,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_6_100_1,30,100,6,0.3001487199308892,0.29004596184829057,0.4883944410907705,0.6683401497446494,0.6358896260810583,0.749694673217641,0.7428421811300471,0.780285992248355,203,203,203,203,203,203,203,203,0,203,0,203,0,180,0,42
q_30_6_100_2,30,100,6,0.2924773705181695,0.32882452651178845,0.32627968359472764,0.7735067861577022,0.6134201390066752,0.8489163409045277,0.7669269987714465,0.8856452079580248,203,203,203,203,203,203,203,203,0,203,0,203,0,168,0,75
q_30_6_100_3,30,100,6,0.2980739021511267,0.2865991608864059,0.4748672108489212,0.6906019027845924,0.6256969524533104,0.7770456184705664,0.7414965744049453,0.8009725759491976,203,203,203,203,203,203,203,203,0,203,0,203,0,203,0,18
q_30_6_100_4,30,100,6,0.29397200999394213,0.31839335328933727,0.5526427334610783,0.7211896012186546,0.7037568441842192,0.7901435577980626,0.7773121057612714,0.8166648795381587,203,203,203,203,203,203,203,203,0,203,0,203,0,154,0,36
q_30_6_100_5,30,100,6,0.31727980915349785,0.3238104048548831,0.5323103360344229,0.7907188495987897,0.7718435681535347,0.8668267676942274,0.8516617512075401,0.895075174083902,203,203,203,203,203,203,203,203,0,203,0,203,0,203,0,71
q_30_6_25_1,30,25,6,0.1885918553771595,0.1885918553771608,0.29067938192136533,0.35629660420691134,0.36498839279789913,0.4068694333359659,0.37291501079924144,0.43228197950290187,3,3,3,3,3,3,3,3,0,3,0,3,0,3,0,3
q_30_6_25_2,30,25,6,1,1,1,1,1,1,1,1,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0
q_30_6_25_3,30,25,6,0.3973962581339836,0.3973962581339836,0.505175235851681,0.5067208740928575,0.5095641538477276,0.5095664484559292,0.5095679012313875,0.5095679012314532,3,3,3,3,3,3,3,3,0,3,0,2,0,3,0,3
q_30_6_25_4,30,25,6,0.6326485853041053,0.9054006006703998,0.9051496008251779,0.9948984757306769,0.9950815072502883,0.9989601889900847,0.9986787386667664,0.9992605878914366,4,4,4,4,4,4,4,4,0,4,0,4,0,4,0,4
q_30_6_25_5,30,25,6,0.0,-2.603483569398001e-15,0.0,-2.603483569398001e-15,0.0,-2.603483569398001e-15,0.0,-2.603483569398001e-15,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
q_30_6_50_1,30,50,6,0.13606253423920792,0.29286339771385395,0.19170347323595555,0.5278704786174538,0.2996312466777949,0.6284117709629461,0.4645172193251601,0.670696159054375,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_6_50_2,30,50,6,0.19749625945971783,0.1690759143634249,0.27148819577938266,0.48580225848581005,0.4228424874665466,0.6645217518179773,0.5878785744511059,0.7458038025296578,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_6_50_3,30,50,6,0.16681556964829367,0.18499444127592884,0.2807702373858372,0.23377514842536182,0.4093521318515923,0.4477978371754604,0.511826953589928,0.584093995122767,29,29,29,29,29,29,29,29,0,29,0,29,0,29,0,29
q_30_6_50_4,30,50,6,0.23087723302817395,0.1594524290101959,0.42415113432134244,0.6526285935230909,0.6855138070632587,0.8355961228130503,0.8249880905060543,0.9096091080229343,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_6_50_5,30,50,6,0.5866658739613421,0.5704929475465172,0.8259726080683364,0.8555082636100795,0.907329130092505,0.992344770476901,0.9909445836813285,0.9970484287241184,27,27,27,27,27,27,27,27,0,27,0,27,0,27,0,27
q_30_6_75_1,30,75,6,0.2190396337071158,0.17070855991601125,0.34500820260146847,0.33495083566968675,0.42904454920220575,0.5688273610534091,0.5622894646486968,0.664006655745384,28,28,28,28,28,28,28,28,0,28,0,28,0,28,0,28
q_30_6_75_2,30,75,6,0.370244963207577,0.40370342082155464,0.44492940479798687,0.6995156733561705,0.7213677040240847,0.8562890311395668,0.8431664845270014,0.8937000705080995,26,26,26,26,26,26,26,26,0,26,0,26,0,26,0,26
q_30_6_75_3,30,75,6,0.19721023707196966,0.19572676020701701,0.31931273659464804,0.3511649775495123,0.3411656081630875,0.3914389896666071,0.4590254508460603,0.48059207811832044,23,23,23,23,23,23,23,23,0,23,0,23,0,23,0,23
q_30_6_75_4,30,75,6,0.8847882926123458,0.9118359444436457,0.9302102617770699,0.9439068083334238,0.9451391479701717,0.9440160865750105,0.9456683470246171,0.9440160865750146,25,25,25,25,25,25,25,25,0,25,0,25,0,25,0,25
q_30_6_75_5,30,75,6,0.288161216073516,0.36044036186032996,0.4549270266647109,0.5410987942575465,0.5596681362305798,0.7530771241793867,0.6322625686274276,0.8380558036846741,26,26,26,26,26,26,26,26,0,26,0,26,0,26,0,26
q_40_0_100_1,40,100,0,0.1790611051422601,0.18126383517683003,0.3697713414699273,0.5776951921959179,0.5214309751578895,0.6607183273655951,0.6475094069532734,0.6810418837702696,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,56
q_40_0_100_2,40,100,0,0.28232573526832944,0.2786539462628884,0.5325516336366112,0.7008798996844314,0.6646790228653976,0.7743569796562931,0.7684877132277436,0.8003097470340927,494,494,494,494,494,494,494,494,0,494,0,494,0,296,0,64
q_40_0_100_3,40,100,0,0.21326343776140866,0.22980551223469128,0.3703931696612117,0.6202828170395639,0.5550481935544703,0.6946164681792925,0.668584300848387,0.7157060281022269,494,494,494,494,494,494,494,494,0,494,0,494,0,450,0,42
q_40_0_100_4,40,100,0,0.3056926208786895,0.2636132388425217,0.544305155613695,0.686774260099951,0.6749702384072906,0.7803133823951661,0.7766734184180893,0.801617989625993,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,32
q_40_0_100_5,40,100,0,0.25753376030057723,0.2553931797482922,0.28617005592571343,0.6336143338175763,0.49903616231344594,0.7036862643860923,0.624100695126849,0.7276798559709935,494,494,494,494,494,494,494,494,0,494,0,494,0,301,0,30
q_40_0_25_1,40,25,0,0.19627434738072946,0.25910391475490296,0.37550443192819605,0.4116887354773798,0.4515905442867097,0.5846803790457522,0.5507404357207458,0.6709209179544101,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_0_25_2,40,25,0,0.17856136223407482,0.16616242223002356,0.2817199754905043,0.41966268164643433,0.4141499035122178,0.6125883336911333,0.5397424047638695,0.6512639283547138,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_0_25_3,40,25,0,0.13538652684193062,0.28110588710728057,0.2345500982618749,0.5437056875635693,0.34662717200857807,0.644243981449136,0.47029041800400817,0.7164800384747391,9,9,9,9,9,9,9,9,0,9,0,9,0,9,0,9
q_40_0_25_4,40,25,0,0.1117286108804647,0.10412663741720593,0.18957650384426333,0.24728415686391741,0.24849982766164644,0.2943520700491013,0.2993471189590817,0.3817344436091397,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_0_25_5,40,25,0,0.1067705785184264,0.26831857362501854,0.20985047914135355,0.49276200397916275,0.30981591855716617,0.5990868273582749,0.41569069421754806,0.6754633697172139,9,9,9,9,9,9,9,9,0,9,0,9,0,9,0,9
q_40_0_50_1,40,50,0,0.18276614794188437,0.17825914086342143,0.3763648561559578,0.5207648389733406,0.5254813666190837,0.7173808244669319,0.6891587778480814,0.787209983291714,69,69,69,69,69,69,69,69,0,69,0,69,0,69,0,69
q_40_0_50_2,40,50,0,0.1302461014881616,0.127941371346133,0.34498249918758067,0.548489808520225,0.5053932560857971,0.699145306774166,0.6378409203248381,0.763829710032056,67,67,67,67,67,67,67,67,0,67,0,67,0,67,0,67
q_40_0_50_3,40,50,0,0.10298852243837157,0.12882607969794,0.20117487156180272,0.3985845460424636,0.3361211583532837,0.5522607581158202,0.4667991035943596,0.628459895652838,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_0_50_4,40,50,0,0.14849111779234161,0.16941231734637813,0.19470380491746545,0.49194492434830994,0.37970863074242983,0.615344950248727,0.49921281587235794,0.6799831122495059,68,68,68,68,68,68,68,68,0,68,0,68,0,68,0,68
q_40_0_50_5,40,50,0,0.21830086775636107,0.29716458651955396,0.5292535134777584,0.759946459346774,0.7683667829554051,0.859345601741079,0.8274472938162479,0.9094506820261746,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_0_75_1,40,75,0,0.19796845664805132,0.23857305530908687,0.33642365902784555,0.4857636127443178,0.345789829162371,0.7609786490152348,0.5158310854394493,0.8501009101917214,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_0_75_2,40,75,0,0.25954745144042146,0.3057783385735701,0.4253071071670035,0.40765552659724474,0.6340284015832772,0.7277627688573325,0.7688393713356717,0.8182394470479668,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_0_75_3,40,75,0,0.13260579854336743,0.2288853978367435,0.33260581638804376,0.615941612297924,0.5465346723340175,0.7265188722173067,0.6912971864905709,0.7946659372336992,63,63,63,63,63,63,63,63,0,63,0,63,0,63,0,63
q_40_0_75_4,40,75,0,0.2309288696235898,0.24347363865411226,0.30055536031698116,0.5032390350267963,0.49325915676746956,0.6869961483380966,0.6511416093784957,0.763025487505408,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_0_75_5,40,75,0,0.2246102253402202,0.22484035622729456,0.3833893070397493,0.3178697243823244,0.5479672350428423,0.618658602527954,0.681347386779066,0.743579306957745,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_20_100_1,40,100,20,0.1797245250881196,0.18193541621964646,0.3669743895877558,0.5798355482091653,0.5316739036640493,0.663166283422948,0.6519476759171808,0.6835651384396745,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,56
q_40_20_100_2,40,100,20,0.15855600618509194,0.17721712502188755,0.3811716693948919,0.5664775327558206,0.5559160513189235,0.6457759434567547,0.6464977642814953,0.6707498767985118,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,58
q_40_20_100_3,40,100,20,0.1548401156425705,0.19001736899742683,0.468739233861574,0.6600147509526911,0.6541255319247481,0.7416222348508567,0.7401589428545111,0.7682476034156543,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,166
q_40_20_100_4,40,100,20,0.17845834765277038,0.18259877122635318,0.3996689509890959,0.5732015197550359,0.5567910309856328,0.6519828502343826,0.6481897726609805,0.6742475440757003,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,40
q_40_20_100_5,40,100,20,0.18994713713399763,0.16981606185761,0.45789210615543374,0.5948595423732488,0.5834608921551495,0.6957065230412495,0.6959048300987353,0.7220175632234417,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,104
q_40_20_25_1,40,25,20,0.15033882782057897,0.25717850966058287,0.31963891332812994,0.4140079747914671,0.4415016952353158,0.5506630175139223,0.5116942423177191,0.6154030357103861,7,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7
q_40_20_25_2,40,25,20,0.13147895832815046,0.09225188213916687,0.2297439297070588,0.15470037083413488,0.2826985866121756,0.32376065519897,0.34116463881207293,0.42282809627167006,7,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7
q_40_20_25_3,40,25,20,0.20273094745870676,0.31899274517199355,0.33487930674028366,0.33405849495625967,0.3366025316084389,0.3362617168267615,0.33660483041459777,0.3366028495724063,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_20_25_4,40,25,20,0.07068347759774019,0.11788353375633777,0.10620854212267021,0.30575890178595894,0.186035206493154,0.4038458273127219,0.3038696366440929,0.5182148705291865,9,9,9,9,9,9,9,9,0,9,0,9,0,9,0,9
q_40_20_25_5,40,25,20,0.2532459838088544,0.2599126958266923,0.4287866051007135,0.38391600988032154,0.5079852049462247,0.6637210882024459,0.5581829988197401,0.7681705089275338,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_20_50_1,40,50,20,0.14612069854178383,0.14854924448778845,0.24092185843900218,0.455695829938115,0.3894256189471029,0.6351846943433483,0.5394117510042832,0.7091324817845579,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_20_50_2,40,50,20,0.2597236806122979,0.21801412292604733,0.3435989393548854,0.48640613130018995,0.41187487280079393,0.6888658562233279,0.5843354047552761,0.7616109241912066,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_20_50_3,40,50,20,0.17193195853342721,0.15143408819154325,0.24635989572804495,0.38349017267651736,0.38974583120864875,0.5589000730733307,0.5354241845599731,0.6426722597922132,68,68,68,68,68,68,68,68,0,68,0,68,0,68,0,68
q_40_20_50_4,40,50,20,0.20675687287506664,0.14084847899854008,0.30662839133580905,0.44475544586113785,0.47452010200595385,0.6503554725025208,0.583703462428594,0.7248598196720053,68,68,68,68,68,68,68,68,0,68,0,68,0,68,0,68
q_40_20_50_5,40,50,20,0.23617188282171583,0.19405733251922083,0.3308567772744809,0.5669408374698323,0.49201601836266956,0.6795934947716874,0.6355937462467048,0.7351761690684107,67,67,67,67,67,67,67,67,0,67,0,67,0,67,0,67
q_40_20_75_1,40,75,20,0.2912847990192292,0.2522507132888898,0.39520427215645965,0.4875629427138925,0.5871098100293476,0.7473885620282577,0.705486328070559,0.8393398586694745,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_20_75_2,40,75,20,0.27520930265966487,0.2579492060191009,0.373720107100566,0.3514755834818087,0.48308714634246724,0.586400447564206,0.6074373822018401,0.669827867945183,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_20_75_3,40,75,20,0.2093607617337542,0.2080568900181298,0.2707946360862165,0.41579807746951947,0.3061509080871244,0.5801421414449905,0.41994341793632733,0.6401535341917919,61,61,61,61,61,61,61,61,0,61,0,61,0,61,0,61
q_40_20_75_4,40,75,20,0.3581412262113988,0.374999709685541,0.513203692358042,0.700550021835654,0.6576020129358217,0.8424979074688489,0.7889317810367068,0.915428341106746,62,62,62,62,62,62,62,62,0,62,0,62,0,62,0,62
q_40_20_75_5,40,75,20,0.2197316277774319,0.20152185805895523,0.2895999187159781,0.2938596818791922,0.39725332514738926,0.5115848129752837,0.5148176114896251,0.6345045096469678,63,63,63,63,63,63,63,63,0,63,0,63,0,63,0,63
q_40_40_100_1,40,100,40,0.1796384510142791,0.18188046702634023,0.36771622945076493,0.5797673816832211,0.526249426386267,0.6635097312616421,0.6323355541663602,0.6843358178990688,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,54
q_40_40_100_2,40,100,40,0.174887434296161,0.18218139059420507,0.37897748010147986,0.5756410008266784,0.5247832648962245,0.6523014785513175,0.6436921457809718,0.6709465162660553,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,48
q_40_40_100_3,40,100,40,0.3199209424923302,0.33263231876697685,0.5798767906252581,0.7696058293360596,0.7347400462763837,0.8153979864233201,0.8082552517945765,0.8386577290460016,494,494,494,494,494,494,494,494,0,494,0,494,0,112,0,0
q_40_40_100_4,40,100,40,0.18257247581446578,0.20090926779795615,0.3720469226332288,0.5915878450163063,0.5422030359227671,0.6626400023938261,0.6395330879498065,0.6815456368052635,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,34
q_40_40_100_5,40,100,40,0.18648291868552233,0.2017424462926955,0.4061501019164646,0.5884312772568622,0.5543520703242958,0.6722209494903572,0.6606478502272233,0.6949515912145563,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,77
q_40_40_25_1,40,25,40,0.1325959483237543,0.21756865438455478,0.22131693827693727,0.3444813799496506,0.2807410020830807,0.44992670930191636,0.3624259620420537,0.5046333089381853,7,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7
q_40_40_25_2,40,25,40,0.0,-4.4781164414199285e-15,0.0,-4.4781164414199285e-15,0.0,-4.4781164414199285e-15,0.0,-4.4781164414199285e-15,8,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0
q_40_40_25_3,40,25,40,0.29647481636711653,0.2848943878666301,0.46676836394712606,0.5441092952294231,0.5577320691094454,0.7036719417277824,0.5649276629993791,0.750141863270678,7,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7
q_40_40_25_4,40,25,40,0.16820523617366887,0.17374789414989195,0.26766423666785705,0.30252502592156155,0.3303525710356799,0.4219603188092286,0.3442397897534119,0.5406450753635212,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_40_25_5,40,25,40,0.14768911663468848,0.2880663395336832,0.4346071170528055,0.5614401235967006,0.5438980524441499,0.5877054235367664,0.596700697104781,0.6234635800206576,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_40_50_1,40,50,40,0.15800903201880664,0.11240249026840805,0.22316939691766666,0.36684319891388334,0.31519266265789586,0.5122465048772464,0.43037112899318913,0.5831301078731904,68,68,68,68,68,68,68,68,0,68,0,68,0,68,0,68
q_40_40_50_2,40,50,40,0.1481405211664782,0.15832679945691575,0.2355190166314694,0.4217985013861022,0.3696316781293147,0.6127686045002821,0.5189593746871735,0.6928430557892186,67,67,67,67,67,67,67,67,0,67,0,67,0,67,0,67
q_40_40_50_3,40,50,40,0.1432073646888325,0.26881210976445274,0.2976134260425621,0.4507515524422367,0.40756367690694917,0.5218795028432741,0.4907041446049953,0.5759222389521342,67,67,67,67,67,67,67,67,0,67,0,67,0,67,0,67
q_40_40_50_4,40,50,40,0.16625120255270626,0.17507650856370063,0.21647940878700647,0.4210953161737635,0.33773116127491726,0.5810614056355189,0.5167978183297612,0.658428207212126,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_40_50_5,40,50,40,0.16704846521176708,0.19643075966341933,0.27350532018065393,0.5662032125161859,0.4809995018285039,0.6777867940653436,0.5984471311170062,0.7253359424409965,67,67,67,67,67,67,67,67,0,67,0,67,0,67,0,67
q_40_40_75_1,40,75,40,0.30137451713978836,0.24779073908189955,0.35348745180221564,0.4779047986777758,0.5528012482257119,0.7323892838968281,0.682777091919038,0.8217926046300872,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_40_75_2,40,75,40,0.2579931497981757,0.26106941584449117,0.3215369802375366,0.36949405269122343,0.3730695238263523,0.5772354741703231,0.5287616714432439,0.6379976898786133,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_40_75_3,40,75,40,0.2301016930180247,0.23787829909365318,0.3497306332236517,0.3471039067833921,0.3687457118044367,0.5625748503658616,0.5220481169503368,0.6224531366132099,62,62,62,62,62,62,62,62,0,62,0,62,0,62,0,62
q_40_40_75_4,40,75,40,0.14159595302852332,0.1874585587861532,0.20788062979482724,0.4731251336394433,0.25258794938003254,0.5861880153659402,0.42040389149250157,0.6574448352571057,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_40_75_5,40,75,40,0.28827100424692653,0.2552158911394101,0.3903046423836273,0.36486440497430933,0.490413304415246,0.5869150470458684,0.5840923887402744,0.6497678385156574,62,62,62,62,62,62,62,62,0,62,0,62,0,62,0,62
q_40_8_100_1,40,100,8,0.17906110514225987,0.18126383517683003,0.3674527692482237,0.5776951921959181,0.5266415606347787,0.6607183273655955,0.6331114869479145,0.6810418837702705,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,56
q_40_8_100_2,40,100,8,0.1906749207711491,0.19188381108004748,0.40685146143758183,0.6390008771625639,0.5897523002446955,0.7134165579458273,0.7059778879281916,0.739373276854512,494,494,494,494,494,494,494,494,0,494,0,494,0,492,0,42
q_40_8_100_3,40,100,8,0.20515578847171753,0.2302840927145667,0.4035999631457067,0.6056356529508502,0.5313376772503575,0.6749633904537015,0.6527853862536427,0.6969026080238812,494,494,494,494,494,494,494,494,0,494,0,494,0,384,0,25
q_40_8_100_4,40,100,8,0.24591965071158234,0.21339780091567875,0.46661427946934836,0.6098006249806779,0.5991774518951052,0.6851016282491842,0.6875605353929217,0.710670185357133,494,494,494,494,494,494,494,494,0,494,0,494,0,494,0,30
q_40_8_100_5,40,100,8,0.30980126763439814,0.3023551123567653,0.5693886972037256,0.7029408104146353,0.7043539214092354,0.7706794334148009,0.7806562849788318,0.7948384880021074,494,494,494,494,494,494,494,494,0,494,0,494,0,406,0,56
