M+S^E_3 with selection size 0.1 comparison in terms of gap closed - total times at cut rounds - separation times at cut rounds and nb of sdp cuts added at cut rounds between opt - feas - comb - dense - rand
,,,,gap_closed_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,time_cut_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,sep_time_cut_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,nb_sdp_cuts_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
filename,size,density,nb_subproblems,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand
spar100-050-2,100,50,18045,0.23375844276982122,0.15732244095178127,0.23375844276982122,-0.0,0.271946490540473,0.6306098668385176,0.481350326455426,0.6306098668385176,9.322809086955702e-05,0.46620496346169626,0.702818215564864,0.6477660898645389,0.7033842056371623,0.1341578934315489,0.5558720566223074,0.7184449132331142,0.7099347325934423,0.7222836955635353,0.2956432869105936,0.6088459577089964,1.237382873999195,0.9427639650002675,1.2294651310003246,1.0567101560009178,0.8413509484000314,6.458855902999858,3.2009416119999514,6.419021023000823,4.819169813999906,1.966336801000034,9.031176742999378,8.781995014000131,9.938503143999696,18.240129353000157,3.935096441999849,7.360695468999438,13.025487408000117,9.04247230800047,21.093658945000243,5.090525522199823,0.4372037859993725,0.5580180400002064,0.4379387469998619,0.185045588000321,0.1210825861999183,0.39851767199979804,0.5487034449997736,0.44560067400016123,0.184999555000104,0.12857927620025295,0.3967130149994773,0.583115454000108,0.7888542049995522,0.18792950100032613,0.11993798859984964,0.38659775299947796,0.5666969140002038,0.8167946980001943,0.18127774000004138,0.1018807596001352,1804,1804,1804,47,1488.4,1804,1804,1804,50,1386.6,1752,1804,1804,51,1348.0,1439,1804,1804,48,928.8
spar100-050-3,100,50,18378,0.2549527723679132,0.12809344916797993,0.2549527723679132,-0.0,0.27392642548757207,0.6273501756232552,0.46930710274218107,0.6273501756232552,-0.0,0.46890334594069066,0.7084502355590312,0.625891264520481,0.707384321586892,0.12406294744455335,0.5618795865773554,0.7239237338709812,0.7041134012428316,0.7274502093139451,0.2864237471129162,0.6121927014371268,1.3164362480010823,0.8387884929998108,1.341447053999218,1.3063344499996674,0.8594646326000657,6.524754355000368,2.865869369000393,6.690026635000322,4.617979459000708,2.1903834757997176,9.912828951999472,7.28203197700077,10.303008085999863,22.7781170369999,4.261142106199986,7.655566722000003,11.80996910199974,9.559099609999976,27.107080326999494,5.171929198200087,0.4359961710006246,0.547823218999838,0.4528898869994009,0.1860573829999339,0.12422436279994145,0.41260075900027005,0.5524366010004087,0.5051859459999832,0.18348296300064248,0.12337342639984854,0.40563367499999003,0.5609335980007017,0.8076378870000553,0.18732657700002164,0.11935271139991528,0.40294455000002927,0.6047675449999588,0.8017603179996513,0.18104972799937968,0.09945979840013024,1837,1837,1837,48,1527.6,1837,1837,1837,50,1458.0,1785,1837,1837,51,1394.6,1507,1837,1837,49,890.8
spar100-075-1,100,75,64945,0.23055843401064882,0.0979325241250012,0.23055843401064882,0.04111144459580566,0.33250024619449897,0.5954465543309744,0.3702362726392199,0.5954465543309744,0.3656935212912041,0.5215853625951072,0.6673289715689995,0.525470364745171,0.6681129000982379,0.5406086467120929,0.5944370569359364,0.6757176859466606,0.6464891022560609,0.6768212836503745,0.6408999243285033,0.6320279150000446,4.6603078159996585,2.7752908370002842,4.937245969000287,3.5049465259999124,4.053489145999992,44.1629325670001,8.844845614000405,44.82108221999988,16.717833034999785,20.288985386200146,63.8259155679998,22.38778824399924,68.74766089999957,25.89961481299997,33.3274242481999,54.58199077599966,99.94073165300051,65.64034755599914,38.29120570900068,36.34760817440019,1.3155227119996198,1.9152625570004602,1.535924650999732,0.18645577499955834,0.3529497473999072,1.4340098709999438,1.9312075480002022,1.4788232249993598,0.18435101499926532,0.37063543959993694,1.331591803000265,1.9676526289995309,2.7603351709994968,0.17862864899962005,0.28865897779996885,1.293385770999521,1.8718084110005293,2.7431711919998634,0.17871922300037113,0.24882641860021976,5000,5000,5000,48,4340.6,5000,5000,5000,50,4143.4,4912,5000,5000,48,2559.4,3628,5000,5000,48,1704.2
spar100-075-2,100,75,63004,0.24354808053614496,0.12389626823180472,0.24354808053614496,0.04380277444451046,0.3340925277894051,0.6069327517519003,0.44522667646235264,0.6069327517519003,0.3606997804430975,0.5275984111883715,0.6721976874210013,0.6264928424695902,0.6724766354523939,0.5434228894948434,0.59957675613884,0.6793991611035783,0.6705916211440692,0.6809937774684424,0.636444865780803,0.6364571431230605,4.982888872999865,3.1046399380002185,5.095378777999031,3.602695863999543,4.164637954200953,39.834107653999126,30.528968354000426,39.696099150999544,15.90214439400188,20.364724316399588,62.263817521999954,92.16265101099907,66.29406865300007,21.49154835600166,32.94723438639994,51.44546426300076,96.50554643499981,68.43674701599957,30.249922146000245,33.593972137999664,1.3566636529994867,1.9228767300000982,1.499546243999248,0.186338720999629,0.35704470020027657,1.3088531459998194,1.7887029020002956,1.4416177209996022,0.1847750660017482,0.37858692839945435,1.3056668110002647,1.9541883109995979,2.6753484460004984,0.17454204900059267,0.28767249539996553,1.335759954000423,1.940955989000031,2.777433081999334,0.17789866400016763,0.25381511339983265,5000,5000,5000,48,4509.6,5000,5000,5000,49,4146.6,4860,5000,5000,47,2517.6,3637,5000,5000,48,1710.6
spar100-075-3,100,75,64757,0.2624284663476648,0.13308461620821396,0.2624284663476648,0.044633250677515036,0.33824318403933823,0.6150669901703777,0.37898037175272337,0.6150669901703777,0.3709061570043624,0.5299904012904234,0.6755991162295873,0.5332847837482371,0.6757636732460286,0.5461312944883471,0.6008143984682235,0.6827713817568214,0.6597495665517172,0.6844993661399973,0.6470669440779062,0.6381830349063627,5.371342677000939,3.289638116999413,5.538451222000731,3.6471858600016276,4.2569708751998405,42.25675934299943,9.164081824997993,42.53483067699926,19.110568103000332,20.234691381800076,60.220023474999834,23.3633948889983,65.3061746000003,24.642221617999894,31.562471402200025,50.918699170000764,98.52292388800015,71.12900712499868,49.30045455899926,33.0548816565999,1.316903270999319,1.9139703740002005,1.4427662889993371,0.20045244500033732,0.3643127237999579,1.337572510999962,1.8287493789994187,1.4697539749995485,0.18614855899977556,0.35846301459969254,1.4235802769999282,1.966083126999365,2.828624879999552,0.17965377899963642,0.29498440500028666,1.3029843080003047,2.0209337239994056,2.7710324419986136,0.1855333339990466,0.24348276859964244,5000,5000,5000,51,4549.8,5000,5000,5000,50,4111.8,4857,5000,5000,48,2416.0,3391,5000,5000,49,1686.8
spar125-025-1,125,25,5219,0.1838144527908735,0.126237837052714,0.1838144527908735,-0.0,0.146701285117498,0.49302943963630674,0.33126467745239163,0.49302943963630674,-0.0,0.26203117855471425,0.6086395190019888,0.4905802128494816,0.6086395190019888,-0.0,0.35956853053142057,0.6533281647262769,0.6111953783467702,0.6542059707568914,-0.0,0.43162454058126426,0.3857074339994142,0.35168742399946495,0.4157866869991267,2.3336449500002345,0.21023544680065243,0.7769485180015181,0.4559817320005095,0.794980956998188,8.695466989000124,0.23936735980023513,1.014118208000582,0.6614083780004876,1.043584376000581,15.924963168999966,0.3367899582004611,1.2248903600011545,1.3650521239997033,1.4196343340008752,20.825265983999998,0.5060745440001483,0.11471738900036144,0.16134551299910527,0.14931784500004142,0.3293925699999818,0.03454261460028647,0.11580176900133665,0.15697112700036087,0.12756621999869822,0.3453595930004667,0.033100763599577476,0.11636737600019842,0.15987266400043154,0.13105575299960037,0.3510649999989255,0.03431187520000094,0.11546786600047199,0.15849175299990748,0.23035037599947827,0.34957186599967827,0.03551461159986502,521,521,521,55,371.0,521,521,521,61,337.2,521,521,521,62,385.8,476,521,521,61,425.2
spar125-025-2,125,25,5356,0.2284504645730777,0.14641169584076785,0.2284504645730777,-0.0,0.16678411098700935,0.545024304170681,0.37038027996963463,0.545024304170681,-0.0,0.2954958844699158,0.6486668051331627,0.5390380420343533,0.6486668051331627,-0.0,0.3929351973014652,0.6962839319389789,0.6531972552340137,0.69726223690577,-0.0,0.47102160394329023,0.4261342190020514,0.40177237699936086,0.44123939699966286,2.3970176259990694,0.21762962659995538,0.966284068999812,0.4708087319995684,0.9703476939994289,5.961699419998695,0.2605225465995318,1.2802600039995014,0.8398428750006133,1.276711948999946,11.917722789001346,0.3775120032001723,1.4010732410006312,1.6041038740004296,1.5206974649991025,20.377091221000228,0.5899269679997815,0.11483021300045948,0.16496861799896578,0.12716672799979278,0.3338309999999183,0.034379052800068165,0.11771531399972446,0.16274782800064713,0.13124978700034262,0.34803712999928393,0.033836102400164235,0.12237177899987728,0.16243015800137073,0.13180778499918233,0.3523667130011745,0.03563467880012468,0.11833201899935375,0.16149872899950424,0.23432606399910583,0.35444405899943376,0.037649457600491584,535,535,535,55,367.8,535,535,535,61,337.8,535,535,535,61,404.0,507,535,535,62,435.6
spar125-025-3,125,25,5212,0.360116846810289,0.12603597864594204,0.360116846810289,-0.0,0.1747491547142725,0.6107681534516197,0.364194613180781,0.6107681534516197,-0.0,0.31386082666393866,0.6849611276670513,0.5563740350142766,0.6855462872820957,-0.0,0.4261147617919014,0.7221487816417853,0.6543935444319495,0.7233961430175364,-0.0,0.510080851463698,0.506985205998717,0.33838162000029115,0.5296781440010818,2.2501990660020965,0.19176195980035118,0.8779695230005018,0.4604237520015886,0.8896421190002002,8.737120547999439,0.2400475305999862,1.1208883809995314,0.836717640999268,1.0605138860009902,18.212635915000646,0.3538846480001666,1.2187264450003568,1.3027666340003634,1.294583421000425,32.60779421999905,0.5776158427994232,0.11193300299964903,0.15610516100059613,0.12552532500012603,0.33374979000109306,0.03148886740018497,0.11669393100055458,0.15605044800031465,0.12753748199975234,0.3552094280003075,0.03205969640002877,0.1455178899996099,0.15869397599999502,0.13340959400011343,0.35069028900034027,0.03416302299992822,0.1169882049998705,0.15979571500065504,0.23315340699991793,0.36046365999936825,0.04204367159982212,521,521,521,55,325.0,521,521,521,61,327.4,509,521,521,61,387.4,503,521,521,62,414.0
spar125-050-1,125,50,39432,0.22488492293725473,0.12050688008570144,0.22488492293725473,-0.0,0.30345974150594446,0.6200694315205083,0.38134305647305017,0.6200694315205083,0.0009512843311791096,0.5000175418311866,0.687780671210229,0.5747501046476837,0.6858097171471645,0.13085418396786236,0.5782857391491469,0.6975023596843438,0.6709309048834113,0.6999212620229806,0.29611820085766943,0.6195904235704314,4.114967630999672,2.1144029990009585,4.118926186001772,2.7091703219994088,3.0799859180006024,32.320086842999444,8.120376203998603,33.01047076299983,16.019536764000804,11.33273983199906,49.46294814599787,30.127878740000597,50.34566860299856,85.33999083299932,22.39578363039909,35.320635280000715,64.19174102000034,49.693341216998306,123.85373294199962,24.612777845200252,0.9127410259989119,1.243005925000034,0.9565871980012162,0.35815541800002393,0.266545441600465,0.8745361019991833,1.1964356869993935,0.9701951499991992,0.35742866299915477,0.26246951359971715,0.8689358599986008,1.3154854610002076,1.7499385099999927,0.36518643199997314,0.23347720919955464,0.8901205170004687,1.2559737979991041,1.7914322599990555,0.3537847799998417,0.20081445239957246,3943,3943,3943,59,3146.2,3943,3943,3943,62,3162.8,3768,3943,3943,64,2335.4,2762,3943,3943,62,1560.8
spar125-050-2,125,50,40048,0.25668302481179656,0.19302965700103575,0.25668302481179656,-0.0,0.29606212719034336,0.6232774569823256,0.4780149605382417,0.6232774569823256,0.009599716616599523,0.4968092351061414,0.6851594341803677,0.6609392896190999,0.6827649864186963,0.17114029132664108,0.5802722121056089,0.6941993614634369,0.6937887706504735,0.6970913845503143,0.33711114316639734,0.6226670016446055,4.71858130200053,3.069616632998077,4.801200931999119,3.759590850000677,3.5581106338006068,35.16761878699981,15.562859551000656,35.19881730000088,18.539264615999855,13.45265644960018,50.848347859999194,60.98916872799964,52.62960467800076,79.08717286699903,25.976031329599937,39.41619865899884,67.81824005800081,58.577797504000046,116.86077838500023,28.78751835199946,0.9425345569998171,1.2661710809989017,0.9970983300008811,0.35973602599915466,0.2827432754005713,0.8935891889996128,1.1958085090009263,0.99193893499978,0.36811353099983535,0.275155077999807,0.882430611000018,1.2925043600007484,1.8247585450008046,0.3616800059990055,0.23708536720005213,0.9154671010001039,1.220004204000361,1.766066514999693,0.34933078500034753,0.21926972019973617,4004,4004,4004,59,3536.4,4004,4004,4004,63,3243.8,3836,4004,4004,63,2441.4,2770,4004,4004,61,1641.6
spar125-050-3,125,50,40525,0.23409863134297354,0.11554951471803443,0.23409863134297354,-0.0,0.30878941933858317,0.618455087717658,0.4767383910726923,0.618455087717658,0.004966692032585833,0.505722193709156,0.6894794864004211,0.6587483588511268,0.6876527319677262,0.15431302452389478,0.5849176816796093,0.6990110690732176,0.6958579853745949,0.7008818693734612,0.32052267271462376,0.6284162806364693,4.228039470999647,1.9553464479995455,4.327721985000608,3.443123706998449,3.318466098999488,37.63852974400106,15.143392408001091,37.698446914999295,20.983144354000615,12.977541765800561,54.55837077999968,69.38116847899983,56.04896785799974,71.60382779900101,25.57008799260002,39.26038319100189,70.69315073699909,55.59687719000067,122.56187521100037,28.555922039800134,0.9416492000000289,1.216276535000361,0.9890828610004974,0.3560395249987778,0.2706899953995162,0.9103347710006346,1.2700963520001096,1.0612797319990932,0.3573098810011288,0.28464676140029044,0.9049765679992561,1.2434482179996849,1.8118933759997162,0.3587381840006856,0.25858880639971177,0.9103156500004843,1.25710743199852,1.8632765479997033,0.3554366440002923,0.22164736420018016,4052,4052,4052,59,3291.4,4052,4052,4052,62,3269.8,3914,4052,4052,62,2442.6,2886,4052,4052,62,1618.6
spar125-075-1,125,75,133242,0.16049050361322978,0.0793198367473139,0.16049050361322978,0.03690348197594795,0.2435638667457133,0.5400083370502461,0.2388006929097292,0.5400083370502461,0.3693743362799898,0.42863323494497585,0.6318636725970105,0.40239450579904495,0.6318636725970105,0.5444252854881354,0.5188603390889837,0.656795716244218,0.52052748988956,0.6582334212041587,0.6531266728617479,0.5675046264237852,6.139210366998668,5.1201909339997655,6.396302422001099,11.024744398999246,5.536033331399449,70.32044473499991,10.880534648998946,70.04701051099983,65.21413067999856,21.03412237299999,132.22791194800084,63.227333964001446,132.7673454479991,102.9760895340005,66.84584546260012,141.61392242200054,79.74892353799987,144.1622334450003,161.3004097690009,80.74903410479892,2.3330496279995714,3.544078097000238,2.5031841620002524,0.3733370689988078,0.361739029799719,2.399219455999628,3.5999257219991705,2.572597936999955,0.35231844499867293,0.3800118979997933,2.4119298570003593,3.5816716130011628,2.6866869709992898,0.34605546400052845,0.3975036923999141,2.523070478000591,3.651057791999847,5.426767046999885,0.3410155820001819,0.3422279209997214,5000,5000,5000,61,4249.6,5000,5000,5000,61,3941.6,5000,5000,5000,60,3821.8,4890,5000,5000,60,2394.6
spar125-075-2,125,75,132145,0.14978001948877065,0.07299864769456327,0.14978001948877065,0.038065739260738994,0.23568929363372865,0.5158414504452823,0.252096620497259,0.5158414504452823,0.3613745522140034,0.41545602472161525,0.6123791884322166,0.43970911422130804,0.6123791884322166,0.5352285902013731,0.5069993067631007,0.6404354544590719,0.49668519774079617,0.641683943319633,0.632041303724154,0.5552919906137335,6.318693152001288,4.814095814001121,6.401877948999754,11.69816485499905,5.431386362599733,65.4764390750006,12.438928000998203,65.70709330299906,54.55964428199513,21.991705025401462,140.95087064499785,161.7530527479994,140.70914167400224,96.13000682800339,68.63692385699979,168.66217714700178,525.5121879410017,166.92636788099844,148.59997353300423,90.02261883659885,2.4560555040006875,3.4689353110006778,2.48442419300045,0.36372138099977747,0.3594269321998581,2.3816513570000097,3.5515436369987583,2.6822981459990842,0.352351016998,0.3508325618000526,2.3945723089982494,3.42250548300035,2.5459064090009633,0.3439033870017738,0.37650579919936716,2.3947413980004058,3.637802045001081,5.338628643999982,0.3471884720020171,0.29839168679973227,5000,5000,5000,60,4206.4,5000,5000,5000,62,3937.2,5000,5000,5000,60,3981.6,4931,5000,5000,61,2489.2
spar125-075-3,125,75,129267,0.16321008676395712,0.09464367341444142,0.16321008676395712,0.04193940880693617,0.24174453359775003,0.5371798495812015,0.27048691672263436,0.5371798495812015,0.3595305896856756,0.4239350805182645,0.623980187898329,0.4199438189240162,0.623980187898329,0.5290219429736944,0.5151045757394066,0.6469188198704069,0.4889531159700164,0.6477246185892445,0.6253014104150928,0.5631612067531981,6.570239815002424,5.62897434000115,6.76705049299926,12.125401987999794,5.988311995599361,71.05700036300186,10.55210753099891,70.40862569100136,57.979756182998244,21.54409193160027,139.53607612999622,32.4525845820026,140.0680726870014,87.1801237130021,67.11087012019998,142.6474839190014,57.243852241997956,146.26909042100306,148.83798574199682,91.41893061779993,2.26942334100022,3.407833336001204,2.4490048799998476,0.3839830639990396,0.3666826719992969,2.4929639030015096,3.2864677500001562,2.6324306940005044,0.3534100539982319,0.3554499384001247,2.356246540999564,3.512649615000555,2.49847082999986,0.343624434000958,0.38368042779984535,2.3477808120005648,3.5723972089981544,5.223728574001143,0.34285556499889935,0.3189177662003203,5000,5000,5000,62,4431.0,5000,5000,5000,62,3971.4,5000,5000,5000,60,3953.6,4880,5000,5000,60,2437.0
