spar100-025-1
gap_closed_overall
comb,opt_nn,feas,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,opt_exact
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11658507893416675,0.11658507893416675,0.06997270407288954,0.07944908375763746,0.08197327631357787,0.08664397761342524,0.0861127343490636,0.08928642332963921,0.08497726335784049,0.09354023760006104,0.08702649444301974,0.08638967674445538,0.08807406519348476,0.12271699591671946
0.33553243873564004,0.33553243873564004,0.10911888955888278,0.16326157611230036,0.14944042642768662,0.15232838952580732,0.15700102454992834,0.15495340677417768,0.1506233075621197,0.1639762544399734,0.13957751851832426,0.13846451633745624,0.16074013461429318,0.33450841684570654
0.4715590040950318,0.4715590040950318,0.2204198952489206,0.21608638820918788,0.20923591580340214,0.19476171183669175,0.218181218964388,0.20859867661898598,0.20833905061374758,0.21618935394239813,0.2025721974769418,0.2036328856962878,0.21005427687317327,0.4591990935515656
0.5595973623525318,0.5595973623525318,0.32614864198067267,0.2607474759797295,0.2688473752746548,0.24715367529023205,0.2710979279594591,0.261208562899952,0.2605994813075158,0.26343922806004033,0.24702854216734454,0.26155249707921485,0.26444886608831836,0.5516581817330852
0.6188652521256904,0.6188652521256904,0.4076796157970872,0.31611418727372537,0.3047006169854552,0.3003438461673775,0.320172383963851,0.3137510501983167,0.31015149617227744,0.3076586641380094,0.2936313388307759,0.3155003373475894,0.30730109268186656,0.612528719948748
0.6507294798186886,0.6495196609497742,0.5054943999698527,0.3575900573395591,0.3378591272089903,0.35615721786060617,0.35685688867353804,0.3587358550896101,0.3615945279514083,0.3561148284079436,0.33088462539523933,0.3507627053496965,0.34540129754500265,0.6465008146877892
0.6711401257298759,0.669222622004494,0.5433740656869547,0.40853001213985474,0.38623727412303893,0.39594882628634126,0.407176766050554,0.4053298472781571,0.3973402118376024,0.398258898083188,0.37470067620141406,0.39882870624528816,0.3863998227242399,0.6666535935504074
0.6827998422287463,0.6798127544579772,0.6209245757127049,0.43582548485294187,0.4165833691777544,0.43539319558462625,0.43796149032671466,0.4370575613036565,0.4284771187889887,0.4295597983025484,0.4055949974463402,0.44118900264945493,0.41912734076294045,0.6822068581990625
0.69327297625884,0.6881875670046737,0.6559433453894868,0.4663863133962749,0.4459799061887322,0.45787913446547246,0.47213895370076686,0.4664509976209163,0.4543096675611806,0.4576651401534352,0.43534747870782675,0.47317005581716215,0.4593783730713311,0.6908470799987294
0.7034938403006744,0.6928619778169736,0.6781812633937606,0.4905627418650306,0.4766876522550763,0.47941048611244585,0.49700672576979715,0.486072847263302,0.4791522438022865,0.48140953393805236,0.468321608959094,0.5012936671684891,0.47954278243886617,0.6954058343021833
0.7132154842827009,0.6957720983066465,0.6926592831660043,0.5140712916828323,0.5047591541995865,0.5103271580278314,0.5150728305458189,0.5027668857502686,0.5026846482628918,0.5092879537496121,0.4920616134818007,0.52226192017413,0.5057664366844283,0.6974749319671758
0.7211663629928605,0.6973665882483348,0.704601701576717,0.5350586472301123,0.5231905284364331,0.5319293285132547,0.537650045947463,0.5254899248988217,0.5255674648223329,0.5316567300261891,0.5200753231956154,0.5392487420201081,0.5221986379215089,0.699438584658735
0.7271767731900648,0.697779649013675,0.7158064669086515,0.5495039221729414,0.5357568696903204,0.547372287733038,0.5508613616223675,0.5428185641366112,0.5487424189839973,0.5486267640924459,0.5427875748933298,0.5543381855296801,0.5369981613941538,0.7000136923819271
0.7324317134086838,0.6983215383624934,0.7226836066535516,0.5630424485550979,0.5504397686867286,0.5616762707448416,0.5676847936227696,0.5544542856352955,0.569216550231193,0.5635848564198908,0.558741725653504,0.5714521528931652,0.5593364513687257,0.7001532042190376
0.7367292128675943,0.6983366185663183,0.72816009229714,0.5718950122963354,0.56520346796579,0.5721598616594276,0.5786892177279243,0.5657318696078151,0.5832436413366995,0.5739859848815799,0.5780119788531329,0.5851944063503943,0.5714350098040002,0.7003166893930298
0.7397982882566563,0.6983371828463015,0.7337710774131032,0.5871986236759,0.5760849205840853,0.5852475182702311,0.5889694158792061,0.5797554124725478,0.5955653583035204,0.5912627431645213,0.5905164820992173,0.596930775642848,0.5828516129978286,0.7003651134361191
0.7422048137342276,0.6983373813703816,0.7371831044445943,0.5998095470411834,0.5877747518061365,0.5993687741490065,0.604236568780727,0.5894029916632011,0.6076996214626352,0.600552638796682,0.600280686977735,0.6087209994788023,0.592779810214875,0.7004335316614629
0.7438988555382362,0.6983374536898909,0.7394665244092841,0.6080447905501497,0.5991950586666973,0.6075052719762629,0.6132361339344414,0.5978419152292529,0.6190196815776511,0.6109541389381158,0.6136213565788292,0.6178473851251238,0.601769756636199,0.7004346674215214
