spar040-030-1,,,,,,,,,,,,,,,
size,density,max_cuts_sel,,,,,,,,,,,,,
40,30,12,,,,,,,,,,,,,
Bounds:,,,,,,,,,,,,,,,
opt_nn,feas,comb,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,dense,opt_exact,M+S_3 
0.818146549,0.812657341,0.824599971,0.723565507,0.712452256,0.720439105,0.713978638,0.719081819,0.719370189,0.726403804,0.718980171,0.716962418,0.725359593,0.815491234,0.950053071,0.836540685
0.819537217,0.825433384,0.830861175,0.749502496,0.73931766,0.748437692,0.745452476,0.742907115,0.746753893,0.75096524,0.746222107,0.742015546,0.753664759,0.8173467,0.959587875,0.836540685
0.820225031,0.831353947,0.833997715,0.766726969,0.759907514,0.764001757,0.764552857,0.76101613,0.76812866,0.768458547,0.764953286,0.764331735,0.770601559,0.817777422,0.965541945,0.836540685
0.820429057,0.834419187,0.835345978,0.777424941,0.776275456,0.779989275,0.777300808,0.776660384,0.782199701,0.781057599,0.781066431,0.779229341,0.780778164,0.817921585,0.971164485,0.836540685
0.820531949,0.835568132,0.836002064,0.785108583,0.785921202,0.789451828,0.789032703,0.785820256,0.790650405,0.791068616,0.79181956,0.789421708,0.786969375,0.817974607,0.975061498,0.836540685
0.820595994,0.836101355,0.836324138,0.79473527,0.794938205,0.795421312,0.794467037,0.796771997,0.800594393,0.798103453,0.798330058,0.80069995,0.795586869,0.818124573,0.97884622,0.836540685
0.820603635,0.836368575,0.836440746,0.79984699,0.801202736,0.802283686,0.800427215,0.804486743,0.804673234,0.804384745,0.803865328,0.805480887,0.801192521,0.818157942,0.981479744,0.836540685
0.820605091,0.836479762,0.836497654,0.80507524,0.807368201,0.807246309,0.805241303,0.809338593,0.808595211,0.808026027,0.80796888,0.809778488,0.807803991,0.818174676,0.984014228,0.836540685
0.820606033,0.836517164,0.836524105,0.809715828,0.812410176,0.811185546,0.8091013,0.813525477,0.812627746,0.812698916,0.811345658,0.812904637,0.811071415,0.818177389,0.986239145,0.836540685
0.820606107,0.836530655,0.836535916,0.812411291,0.816142471,0.814700057,0.812075454,0.816505729,0.814813187,0.81597213,0.814746523,0.817268497,0.815221231,0.818178512,0.988151404,0.836540685
0.820606107,0.836536845,0.836538843,0.815974129,0.818361374,0.817634489,0.814639352,0.819425713,0.817040351,0.818452921,0.817532651,0.819230501,0.818111397,0.818178767,0.989496117,0.836540685
0.820606107,0.836539427,0.836540312,0.818151245,0.820928024,0.820817287,0.817311385,0.82188853,0.818963762,0.821001992,0.820031932,0.820709932,0.820464224,0.818178952,0.990700043,0.836540685
0.820606107,0.836540449,0.836540615,0.820043585,0.82280149,0.822168584,0.819189005,0.823161436,0.820985772,0.822524524,0.822501812,0.822277087,0.822525364,0.818178952,0.991865802,0.836540685
0.820606107,0.836540684,0.836540616,0.821368758,0.824142954,0.823792253,0.821316568,0.824339778,0.822984711,0.824075016,0.823566616,0.82407487,0.823861828,0.818178952,0.992853818,0.836540685
0.820606107,0.836540685,0.836540616,0.8226716,0.825447932,0.825139879,0.823460652,0.825675947,0.824517802,0.825024218,0.825406367,0.825653049,0.825411225,0.818178952,0.993644482,0.836540685
0.820606107,0.836540685,0.836540616,0.823693947,0.826875571,0.825962199,0.824621571,0.826614407,0.826215745,0.826619019,0.826134984,0.826896694,0.826102636,0.818178952,0.994226896,0.836540685
Times (cumulative):,,,,,,,,,,,,,,,
opt_nn,feas,comb,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,dense,opt_exact,M+S_3 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2304741,0.289300767,0.244786142,0.075700956,0.086267774,0.086323122,0.081014266,0.087559978,0.08347855,0.108442539,0.085890357,0.08896667,0.092369566,37.55066108,0.178098152,0
0.676710392,0.61827503,0.71404509,0.211299793,0.208264012,0.215802397,0.208455981,0.212515336,0.219735703,0.242026816,0.224778781,0.231719449,0.226817621,75.38518212,0.505432272,0
1.150897428,1.13195038,1.206896574,0.393927054,0.378297062,0.382699608,0.379373311,0.382419924,0.38500923,0.44633286,0.412559045,0.422586922,0.40263275,113.3940239,0.826547496,0
1.615715591,1.806950593,1.903175264,0.555311602,0.581047508,0.545702443,0.538203258,0.594277983,0.565935941,0.649057005,0.611623887,0.613961446,0.627356591,151.5223435,1.138268605,0
2.018724102,2.522336691,2.515367527,0.745698982,0.801397154,0.73236331,0.762662905,0.836349864,0.750425445,0.887205369,0.825740397,0.791973481,0.827136251,189.4722118,1.574349821,0
2.374352497,3.353437244,3.233987676,0.950374488,1.000453594,0.932062492,0.995967621,1.03324173,0.939929242,1.113423627,1.042991091,0.985101113,1.049935754,227.5458547,1.983534297,0
2.708288536,4.153999472,4.053205236,1.140487433,1.197935787,1.103631037,1.210531758,1.242703635,1.14285466,1.334890211,1.252408916,1.190309953,1.28801256,265.66115,2.482308462,0
3.021841044,4.959557381,4.774302212,1.317311146,1.404674257,1.282920214,1.396155479,1.45802587,1.354064787,1.5349327,1.466699997,1.391407946,1.484976156,303.7430624,3.049992504,0
3.325830475,5.671719213,5.500292063,1.49419939,1.598823554,1.477856584,1.603567487,1.659390992,1.526095084,1.774101386,1.658544509,1.61701043,1.670452505,341.584532,3.564794599,0
3.632725304,6.412576317,6.240995511,1.757472398,1.806913,1.635591857,1.784153957,1.910981701,1.763054242,2.014000282,1.845201954,1.872349703,1.889955062,379.6172301,4.150604471,0
3.907021066,7.208936129,6.985859216,1.986413819,2.013925523,1.837117876,1.965289708,2.141993235,1.949610058,2.230106815,2.045534948,2.052164192,2.065558589,417.6271197,4.742121417,0
4.159602278,8.013131628,7.716442444,2.181743038,2.241111856,2.016999645,2.143197684,2.364650825,2.161160935,2.430267341,2.240201248,2.269273795,2.31465115,455.5974175,5.36234734,0
4.431789777,8.70729987,8.435443327,2.39561478,2.475803459,2.215545904,2.372772711,2.586698281,2.384746879,2.65501475,2.468171298,2.445659102,2.521668942,493.5121359,5.957789415,0
4.639829958,9.373552756,9.108884289,2.57407084,2.697274209,2.429224191,2.577031628,2.800978615,2.560297678,2.886282983,2.691104506,2.686106585,2.764452514,531.4126846,6.640755975,0
4.81661414,10.02918257,9.726414418,2.819303498,2.908857566,2.634321958,2.750148391,2.995738337,2.739863754,3.094835502,2.92894271,2.858214206,2.999792015,569.2144367,7.244288205,0
4.992717433,10.68257786,10.3765548,3.040455072,3.125716795,2.901266219,2.946740198,3.207711854,2.985555739,3.34018635,3.204371038,3.056781142,3.235316598,607.0661104,7.878263812,0
5.172281458,11.33300747,10.8561159,3.259580252,3.319350388,3.097290125,3.140719856,3.397571821,3.176036958,3.535604396,3.454035696,3.264788709,3.447859169,647.6130788,8.583256278,0
5.352946823,11.79174722,11.1539195,3.4369441,3.513506171,3.30619375,3.381285397,3.595358465,3.421785833,3.752440213,3.643403233,3.484847524,3.656758686,685.4422167,9.285676221,0
5.533133825,12.08155533,11.43038376,3.63371458,3.742022711,3.516655168,3.633335412,3.815708754,3.635593281,3.931932678,3.899730129,3.730706409,3.882149578,723.2639777,10.05641928,0
5.714494734,12.37604076,11.70854909,3.871436331,4.02729749,3.742769815,3.862427288,4.007769085,3.855400068,4.18343776,4.096603796,3.96903453,4.060613083,761.1127151,10.71387077,0
spar100-025-1,,,,,,,,,,,,,,,
size,density,max_cuts_sel,,,,,,,,,,,,,
100,25,115,,,,,,,,,,,,,
Bounds:,,,,,,,,,,,,,,,
opt_nn,feas,comb,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,dense,opt_exact,M+S_3 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75129782
0.116585079,0.069972704,0.116585079,0.079449084,0.081973276,0.086643978,0.086112734,0.089286423,0.084977263,0.093540238,0.087026494,0.086389677,0.088074065,0.122716996,0,0.75129782
0.335532439,0.10911889,0.335532439,0.163261576,0.149440426,0.15232839,0.157001025,0.154953407,0.150623308,0.163976254,0.139577519,0.138464516,0.160740135,0.334508417,0,0.75129782
0.471559004,0.220419895,0.471559004,0.216086388,0.209235916,0.194761712,0.218181219,0.208598677,0.208339051,0.216189354,0.202572197,0.203632886,0.210054277,0.459199094,0,0.75129782
0.559597362,0.326148642,0.559597362,0.260747476,0.268847375,0.247153675,0.271097928,0.261208563,0.260599481,0.263439228,0.247028542,0.261552497,0.264448866,0.551658182,0,0.75129782
0.618865252,0.407679616,0.618865252,0.316114187,0.304700617,0.300343846,0.320172384,0.31375105,0.310151496,0.307658664,0.293631339,0.315500337,0.307301093,0.61252872,0,0.75129782
0.649519661,0.5054944,0.65072948,0.357590057,0.337859127,0.356157218,0.356856889,0.358735855,0.361594528,0.356114828,0.330884625,0.350762705,0.345401298,0.646500815,0,0.75129782
0.669222622,0.543374066,0.671140126,0.408530012,0.386237274,0.395948826,0.407176766,0.405329847,0.397340212,0.398258898,0.374700676,0.398828706,0.386399823,0.666653594,0,0.75129782
0.679812754,0.620924576,0.682799842,0.435825485,0.416583369,0.435393196,0.43796149,0.437057561,0.428477119,0.429559798,0.405594997,0.441189003,0.419127341,0.682206858,0.015374721,0.75129782
0.689689157,0.655943345,0.693272976,0.466386313,0.445979906,0.457879134,0.472138954,0.466450998,0.454309668,0.45766514,0.435347479,0.473170056,0.459378373,0.69084708,0.088818239,0.75129782
0.696934811,0.678181263,0.70349384,0.490562742,0.476687652,0.479410486,0.497006726,0.486072847,0.479152244,0.481409534,0.468321609,0.501293667,0.479542782,0.696584396,0.144337019,0.75129782
0.701623328,0.692659283,0.713215484,0.514071292,0.504759154,0.510327158,0.515072831,0.502766886,0.502684648,0.509287954,0.492061613,0.52226192,0.505766437,0.699507633,0.179720318,0.75129782
0.704179785,0.704601702,0.721166363,0.535058647,0.523190528,0.531929329,0.537650046,0.525489925,0.525567465,0.53165673,0.520075323,0.539248742,0.522198638,0.701497103,0.201636633,0.75129782
0.706529801,0.715806467,0.727176773,0.549503922,0.53575687,0.547372288,0.550861362,0.542818564,0.548742419,0.548626764,0.542787575,0.554338186,0.536998161,0.702810266,0.218416085,0.75129782
0.709142204,0.722683607,0.732431713,0.563042449,0.550439769,0.561676271,0.567684794,0.554454286,0.56921655,0.563584856,0.558741726,0.571452153,0.559336451,0.703888406,0.231064547,0.75129782
0.710317494,0.728160092,0.736729213,0.571895012,0.565203468,0.572159862,0.578689218,0.56573187,0.583243641,0.573985985,0.578011979,0.585194406,0.57143501,0.704356033,0.242699978,0.75129782
0.711275873,0.733771077,0.739798288,0.587198624,0.576084921,0.585247518,0.588969416,0.579755412,0.595565358,0.591262743,0.590516482,0.596930776,0.582851613,0.7046726,0.252936956,0.75129782
0.712031335,0.737183104,0.742204814,0.599809547,0.587774752,0.599368774,0.604236569,0.589402992,0.607699621,0.600552639,0.600280687,0.608720999,0.59277981,0.704790293,0.263419752,0.75129782
0.712703521,0.739466524,0.743898856,0.608044791,0.599195059,0.607505272,0.613236134,0.597841915,0.619019682,0.610954139,0.613621357,0.617847385,0.601769757,0.704863539,0.273781833,0.75129782
0.712901023,0.742119726,0.745447413,0.616570595,0.610495077,0.616935842,0.621503898,0.607199527,0.624500904,0.621816797,0.622626133,0.62727195,0.60735002,0.70506417,0.284128835,0.75129782
0.713094797,0.744281126,0.746581891,0.626422413,0.618461315,0.622257421,0.630346838,0.617988527,0.631910792,0.630343072,0.632233885,0.636987721,0.615584467,0.705658064,0.29383062,0.75129782
Times (cumulative):,,,,,,,,,,,,,,,
opt_nn,feas,comb,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,dense,opt_exact,M+S_3 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10864383,0.084378189,0.090857315,0.034919515,0.042266836,0.03724993,0.041930201,0.038513299,0.036742227,0.042256336,0.034896537,0.038135726,0.038774889,8.844407965,0.770199061,0
0.239223426,0.165585583,0.222602225,0.065320191,0.075216179,0.075028666,0.079174543,0.077874739,0.07227434,0.079169056,0.065558227,0.070498945,0.076005319,17.66054583,3.309766383,0
0.359715803,0.263571844,0.345799583,0.101136035,0.116380271,0.103939889,0.118953259,0.116081438,0.111727253,0.111650118,0.109607251,0.112658693,0.108176186,26.47523231,7.499464088,0
0.504861471,0.364994874,0.491963609,0.139789111,0.158730006,0.146220021,0.157011004,0.16009047,0.156838093,0.151668484,0.14974284,0.160733444,0.148130293,35.33237155,13.55933721,0
0.674839348,0.48163205,0.66294993,0.189217292,0.200473875,0.194670536,0.209426717,0.212046772,0.206868207,0.20079667,0.191662213,0.210344636,0.195644397,44.77176279,24.09290571,0
0.823541047,0.641027618,0.818396509,0.235396247,0.246423646,0.255796869,0.258285266,0.270359334,0.266747399,0.248979555,0.23343919,0.268552906,0.252016725,55.00933897,40.63050619,0
0.982843558,0.776173912,0.987859894,0.304699531,0.313839443,0.306862509,0.322152134,0.342108061,0.341209211,0.315306593,0.293194264,0.34248564,0.308504751,65.26630704,72.94375863,0
1.125918113,1.002773789,1.156309072,0.379429933,0.377900841,0.386771274,0.402604032,0.422298882,0.421227034,0.394457525,0.363567578,0.427098673,0.375999425,75.55194261,132.1845286,0
1.289569101,1.226910107,1.379002462,0.471870414,0.470911936,0.461066179,0.496352036,0.516608007,0.509168044,0.48487081,0.432894577,0.541624072,0.480555106,85.8587889,194.4067141,0
1.449961094,1.440281029,1.633629043,0.573603242,0.562819182,0.55752077,0.617757743,0.606039908,0.61703459,0.594418445,0.519214863,0.651623674,0.573336528,96.13606506,251.9667535,0
1.598947311,1.655853954,1.86325408,0.695946685,0.698136686,0.690185405,0.724566912,0.721287844,0.728659362,0.702808025,0.621634523,0.752588941,0.693357142,106.3463829,319.685581,0
1.73869179,1.900794208,2.110164229,0.827937113,0.834144372,0.819608219,0.872160962,0.841942588,0.853335795,0.807620358,0.748160373,0.868657856,0.799081765,115.4127501,405.9461182,0
1.879138692,2.170008581,2.338275004,0.937609363,0.952236115,0.947435798,0.98949585,0.963930788,0.978252739,0.935843443,0.87917008,0.991774165,0.94036953,124.3167412,487.5490777,0
2.060963049,2.40923096,2.585981841,1.071469103,1.074727308,1.06656775,1.142754552,1.098028187,1.120616909,1.059036683,0.997353712,1.134773873,1.083002068,133.234384,588.4320097,0
2.213882271,2.648083801,2.837933465,1.186305354,1.214181053,1.191023608,1.282077529,1.22576078,1.271877398,1.169768651,1.176774334,1.278668159,1.213352436,142.0717555,669.0389958,0
2.370938532,2.914195722,3.101602946,1.344614741,1.363983257,1.317100995,1.425835633,1.384667668,1.411361502,1.318540674,1.324003134,1.438941941,1.35856113,150.9438489,787.575649,0
2.516922397,3.168243094,3.35815607,1.507598383,1.494542293,1.453991078,1.622434959,1.547195052,1.59098264,1.450871662,1.454022216,1.613519151,1.497949004,159.8456177,1012.418054,0
2.689110493,3.404198614,3.608583041,1.662865064,1.657167716,1.58672198,1.799236034,1.70322149,1.775644421,1.610515206,1.61097529,1.775089681,1.64285839,168.7470595,1162.387311,0
2.809855268,3.658581963,3.861858082,1.823694151,1.838007917,1.727387641,1.961802148,1.858592642,1.911073369,1.776259867,1.747145271,1.955825228,1.777124215,177.6762169,1316.427736,0
2.938464141,3.916753982,4.115442175,1.980718129,1.992258939,1.839915905,2.132396872,2.057235507,2.069292403,1.938162765,1.909595118,2.132009066,1.934297904,186.6089949,1501.56516,0
spar100-075-1,,,,,,,,,,,,,,,
size,density,max_cuts_sel,,,,,,,,,,,,,
100,75,3247,,,,,,,,,,,,,
Bounds:,,,,,,,,,,,,,,,
opt_nn,feas,comb,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,dense,opt_exact,M+S_3 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687565764
0.189365276,0.098614157,0.189365276,0.25646534,0.261314629,0.260994562,0.263691766,0.265671714,0.256370894,0.270071931,0.262834167,0.26218752,0.266284693,0.199985735,0.041448884,0.687565764
0.568584339,0.321136649,0.568584339,0.447925928,0.451734137,0.448060701,0.459053976,0.460025799,0.44721566,0.450620721,0.455030609,0.454562547,0.457473471,0.564162009,0.368695102,0.687565764
0.659968182,0.48018311,0.659968182,0.539627395,0.537228053,0.541679211,0.546732833,0.551281416,0.539798906,0.54073336,0.541283725,0.544598673,0.546734069,0.658644508,0.545045915,0.687565764
0.676108032,0.533733499,0.675152907,0.587257467,0.5918746,0.590758106,0.591574788,0.593237975,0.588318049,0.592794498,0.588605521,0.591364872,0.591826731,0.67494794,0.646160374,0.687565764
0.679450581,0.651651235,0.681493653,0.619111349,0.621419264,0.623026162,0.622562041,0.621960537,0.61852296,0.621852414,0.619006127,0.620920461,0.623330425,0.677937417,0.713816567,0.687565764
0.680164456,0.673183182,0.68499132,0.641119847,0.641395064,0.643218711,0.642582229,0.642341919,0.640489484,0.643498292,0.641729032,0.641636968,0.64383188,0.678559451,0.756634802,0.687565764
0.680332762,0.683004483,0.686550047,0.6542242,0.655331151,0.656548667,0.65525991,0.656900133,0.655362302,0.656275063,0.655095729,0.656579428,0.656791475,0.678725089,0.783819003,0.687565764
0.68040167,0.685827124,0.687237026,0.663349119,0.665140579,0.665888819,0.663994853,0.665399826,0.664420176,0.664775008,0.664607304,0.665800393,0.666148397,0.678776976,0.803174678,0.687565764
0.680417963,0.686949898,0.687468386,0.670472661,0.670940396,0.671572434,0.67092791,0.671772828,0.670705459,0.671447413,0.67121721,0.672271188,0.672141913,0.67878512,0.817857329,0.687565764
0.680442553,0.687354157,0.687537352,0.675421413,0.675854911,0.675577938,0.67565122,0.676278125,0.675281756,0.675719545,0.675886833,0.676996193,0.676366373,0.678788699,0.828715566,0.687565764
