spar040-030-1,,,,,,,,,,,,,,,
size,density,max_cuts_sel,,,,,,,,,,,,,
40,30,12,,,,,,,,,,,,,
Bounds:,,,,,,,,,,,,,,,
opt_nn,feas,comb,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,dense,opt_exact,M+S_3 
0.680458393,0.687496773,0.687556717,0.67893271,0.678752005,0.678961815,0.678787508,0.679486374,0.678693281,0.678794252,0.679233858,0.679976657,0.679414615,0.678789485,0.836517821,0.687565764
0.680462559,0.687545323,0.687563473,0.68122145,0.681254149,0.681252211,0.681270446,0.681562716,0.681096326,0.681305408,0.68128936,0.682114725,0.681848689,0.678789639,0.843132447,0.687565764
0.680466643,0.687559752,0.687565164,0.682886144,0.682941253,0.683039907,0.682985568,0.683096091,0.682839052,0.683017801,0.682998883,0.683599199,0.683356223,0.678789675,0.84876103,0.687565764
0.680467365,0.687564197,0.687565622,0.68415369,0.684171627,0.684258534,0.684167834,0.684339557,0.6841743,0.68429055,0.684272053,0.684654138,0.684391282,0.678789689,0.853317367,0.687565764
0.680468358,0.687565381,0.68756573,0.685093733,0.685130934,0.685226373,0.68504935,0.685251834,0.685071655,0.685173528,0.685158711,0.68548281,0.685308629,0.678789707,0.856929453,0.687565764
0.680468568,0.687565667,0.687565758,0.685825662,0.685731236,0.685881361,0.685738862,0.68597659,0.685793322,0.685798307,0.685856383,0.68604621,0.685993367,0.678789708,0.860197791,0.687565764
0.680468594,0.687565724,0.687565758,0.686362864,0.686220737,0.686357914,0.686276284,0.686403157,0.686299676,0.686278398,0.686385825,0.686478721,0.686455189,0.678789708,0.862846125,0.687565764
0.680468594,0.687565747,0.687565774,0.686745445,0.686622934,0.686660926,0.686660905,0.686722076,0.686604217,0.686654072,0.686727291,0.686810557,0.686747868,0.678789708,0.865142052,0.687565764
0.680468594,0.687565764,0.687565776,0.686991959,0.686886329,0.6869235,0.686935798,0.686957562,0.686907321,0.686926369,0.686992171,0.687026081,0.686959824,0.678789708,0.867432541,0.687565764
0.680468594,0.687565764,0.687565776,0.68716037,0.687089776,0.687108093,0.687123769,0.687136897,0.687086709,0.687107658,0.687153453,0.687197478,0.687150116,0.678789708,0.869123899,0.687565764
Times (cumulative):,,,,,,,,,,,,,,,
opt_nn,feas,comb,rand 0,rand 1,rand 2,rand 3,rand 4,rand 5,rand 6,rand 7,rand 8,rand 9,dense,opt_exact,M+S_3 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.111578623,2.561260456,3.171066106,2.549317645,2.174480177,2.591606988,2.239663563,2.525587721,2.230122028,2.670717578,2.336645611,2.282885864,2.610445002,353.7331281,4.381085906,0
26.83597457,8.650542894,26.71010319,10.86283579,9.772518687,10.36491582,10.6411205,11.33196692,9.933345763,11.27443798,9.904392005,9.737831539,12.34004463,732.1642269,23.3109489,0
69.97599601,24.69491316,71.67927845,31.58756642,26.73985993,32.23337206,29.93407367,33.33747266,29.76624461,32.81736736,28.62384761,30.27335512,34.35842218,1139.407796,51.70168835,0
111.1378958,62.53415946,111.7660674,55.95117816,51.32676667,60.6929759,53.15553348,56.83118553,51.55583484,56.48813783,55.71724805,53.96222188,59.24694202,1529.880145,87.52672089,0
148.0976882,161.9341053,164.558371,82.64803959,74.14231092,90.47330483,78.08204949,79.94196382,78.22727558,80.0992605,82.79145718,77.15731759,87.54721935,1912.22913,134.7283151,0
177.5090069,226.498704,232.4212486,108.9118939,97.09149812,116.4680141,102.2016678,102.0131022,106.4876444,104.5900856,109.8122092,99.61488458,113.1010093,2300.745607,211.0987023,0
197.7126832,307.2616032,303.6072857,133.0746067,118.8733229,138.6548309,125.6108965,124.6818439,133.0778168,126.0145676,134.7679028,122.354536,134.0278734,2676.675426,301.1119161,0
215.1435949,399.7479967,389.8060247,152.9823535,144.2659688,160.4308149,149.4973703,144.2761459,157.1397643,146.9774891,159.739601,144.0322903,154.1312094,3045.606041,387.8927668,0
228.097944,495.6111914,499.6760133,174.0342985,167.976267,181.1321044,175.1228077,165.1550929,180.0286014,167.6486493,182.6124325,169.1925994,173.5822059,3410.449255,528.5677357,0
242.9642555,585.9974435,597.0042274,195.1611494,192.9546872,201.9157076,201.0060402,186.8275329,204.8532393,188.7662111,204.1903113,195.3815238,194.3129481,3783.743401,690.5909719,0
260.7377816,692.1177299,708.8387319,216.669716,217.5692462,224.5737962,227.5105944,209.449726,228.9017944,213.4950933,227.2748473,222.1233408,216.4969768,4154.143855,860.3929607,0
273.6872184,815.8352979,834.3092314,239.9837587,243.9173763,247.8180448,252.2901489,233.2013361,252.8320148,241.4179777,249.8655069,249.5483223,241.7723525,4513.758019,1044.072196,0
288.4007723,930.8940133,946.3116985,263.4703124,269.55758,272.8968772,277.4758327,259.1019895,276.5121106,269.3724163,274.1774965,277.6457803,265.9077227,4871.188914,1266.181042,0
299.256618,1071.690358,1072.214666,288.0041122,293.713944,300.1508571,301.7807143,286.9185827,304.1820181,298.5047376,298.0615788,303.1868435,290.8804093,5230.752093,1494.940482,0
311.7135985,1195.476374,1159.528079,315.9017023,319.7207908,329.6557144,325.5356236,316.6904644,329.1888671,329.3483235,323.0672211,327.5909465,319.9352207,5595.96062,1739.765343,0
319.3315011,1318.451007,1206.59854,345.9060305,342.1010791,357.5973649,349.8238376,346.9621913,355.4479085,355.927032,352.6508399,352.2664792,351.2999699,5957.773068,2054.251322,0
323.6752831,1397.262102,1209.865491,378.4690419,367.0863914,388.1978023,376.6026576,374.7075458,384.805296,382.883313,383.4703147,377.8690798,382.5472991,6313.105382,2394.891539,0
325.417469,1435.461383,1244.821054,411.1041006,395.2717639,415.8870124,405.5992165,399.9773469,413.8593372,410.115771,415.6556722,404.6771591,412.8781221,6668.380998,2676.264053,0
327.1083226,1477.867174,1257.242635,442.3242433,422.5004767,443.7827887,436.0915377,425.8422112,446.4362762,439.2057726,450.3101585,431.5173047,441.9373573,7026.560594,3079.201521,0
328.7833478,1481.064772,1260.907125,469.5122232,453.5437177,469.9374728,469.8105661,452.3442966,476.4550205,465.2902248,478.0915062,464.2601249,469.3636368,7390.253457,3444.698663,0
