0.0,0.0,0.0,-5.000012025029166,0
0.0,0.1,-0.010000000000000002,-4.610012128921031,-0.10003270623223963
0.0,0.2,-0.04000000000000001,-4.220012232812896,-0.20000252669601426
0.0,0.3,-0.09,-3.8300123367047614,-0.30000263687435896
0.0,0.4,-0.16000000000000003,-3.4400124405966266,-0.4000104403608116
0.0,0.5,-0.25,-3.050012544488492,-0.5000051203861203
0.0,0.6,-0.36,-2.660012648380357,-0.6000045564951432
0.0,0.7,-0.48999999999999994,-2.2700127522722218,-0.7000050903137491
0.0,0.8,-0.6400000000000001,-1.8800128561640868,-0.8000040403969928
0.0,0.9,-0.81,-1.4900129600559517,-0.9000476748687984
0.0,1.0,-1.0,-1.1000130639478172,-1.0000015017716708
0.1,0.0,-0.010000000000000002,-4.600010837542044,-0.1000086924632125
0.1,0.1,0.07999999999999999,-4.210010941433909,-1.0000003806126085
0.1,0.2,0.15,-3.8200110453257747,-1.300000508191241
0.1,0.3,0.19999999999999998,-3.4300111492176395,-1.4747727682586715
0.1,0.4,0.22999999999999998,-3.0400112531095043,-1.5696939718575478
0.1,0.5,0.24,-2.65001135700137,-1.600000085506112
0.1,0.6,0.22999999999999998,-2.260011460893235,-1.5696939060715898
0.1,0.7,0.2,-1.8700115647851001,-1.4747727823505907
0.1,0.8,0.1499999999999999,-1.4800116686769649,-1.3000000100192421
0.1,0.9,0.07999999999999996,-1.0900117725688299,-1.0000000117907129
0.1,1.0,-0.010000000000000009,-0.7000118764606948,-0.10003979989731149
0.2,0.0,-0.04000000000000001,-4.200009650054922,-0.20000361900536687
0.2,0.1,0.15,-3.810009753946787,-1.3000005081469224
0.2,0.2,0.31999999999999995,-3.4200098578386524,-1.6000000943779042
0.2,0.3,0.47,-3.0300099617305176,-1.7330307173790307
0.2,0.4,0.6,-2.6400100656223824,-1.7595918082755695
0.2,0.5,0.71,-2.2500101695142476,-1.700000016813983
0.2,0.6,0.7999999999999999,-1.8600102734061128,-1.5595918079758608
0.2,0.7,0.8699999999999999,-1.4700103772979782,-1.3330302953690776
0.2,0.8,0.9199999999999999,-1.0800104811898426,-1.0000000224080625
0.2,0.9,0.95,-0.690010585081708,-0.5000005395988553
0.2,1.0,0.96,-0.30001068897357336,0.7997354953137533
0.3,0.0,-0.09,-3.8000084625678,-0.300075053804837
0.3,0.1,0.20000000000000004,-3.4100085664596653,-1.4747727682202298
0.3,0.2,0.4700000000000001,-3.0200086703515305,-1.7330307173845028
0.3,0.3,0.72,-2.6300087742433957,-1.8000003116246104
0.3,0.4,0.9500000000000001,-2.2400088781352605,-1.7449948860344193
0.3,0.5,1.16,-1.850008982027126,-1.5912881789575957
0.3,0.6,1.3499999999999996,-1.4600090859189914,-1.3449949515583213
0.3,0.7,1.5199999999999998,-1.070009189810856,-1.0000000123976
0.3,0.8,1.6700000000000004,-0.6800092937027212,-0.5330303326985601
0.3,0.9,1.8000000000000003,-0.2900093975945857,0.12522688788896386
0.3,1.0,1.9100000000000001,0.09999049851354894,1.6999578430304316
0.4,0.0,-0.16000000000000003,-3.4000072750806782,-0.4000018148767149
0.4,0.1,0.22999999999999998,-3.010007378972543,-1.5696939717922265
0.4,0.2,0.6,-2.6200074828644087,-1.7595918082778588
0.4,0.3,0.9500000000000001,-2.230007586756274,-1.7449948860087994
0.4,0.4,1.2799999999999998,-1.8400076906481384,-1.6000000872902393
0.4,0.5,1.5899999999999999,-1.4500077945400036,-1.3494899424203357
