powerflow0009r_preprocessed
Percent of gap to optimality from M2 closed
feas,comb2,rand 0,rand 1,rand 2,rand 3,rand 4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22423764716550756,0.22423764716550756,2.6891477754955364e-10,-1.0766005303624934e-09,9.631103775795401e-10,-2.3845824087049705e-10,8.720290942308605e-10
0.22434412746342716,0.2243426389441326,0.05290877998759678,-1.077998207022977e-09,-1.3662512865289164e-10,0.1688980920055934,0.006694893447380156
0.22479601723372594,0.22480613000369945,0.05381688362105098,-1.5068554724890102e-09,0.043147205612976344,0.1691292046677597,0.006783788008039926
0.253298312917165,0.27813511463524426,0.05440554663030653,0.031548641435994444,0.04314725760011478,0.1691292000066505,0.04780849741604639
0.2533181062309021,0.2784320432376436,0.05440554683723181,0.03154864133874982,0.04346011662788216,0.16912920428985342,0.04780849804197234
0.27872267933010336,0.31079955877325993,0.05440554636569982,0.158933931432984,0.043460115677392004,0.16912920428985342,0.04857616129966393
0.29343408479603694,0.3111162317476485,0.1575276353836316,0.1589638613256827,0.16004606167840568,0.21298190590195953,0.055755051849437194
0.29367494162469776,0.32336535474452255,0.1577004183418442,0.15896386271597596,0.16004605787994922,0.21307009420586093,0.05575505074312069
0.3118619170000879,0.3350640674557058,0.15822740764912965,0.15916433559170895,0.16288249285964113,0.2133722480038832,0.056733593047255115
0.34612110005834723,0.3484736669627821,0.2510472901193612,0.2060922528009039,0.16290237624234055,0.21381051753819147,0.12755527244208603
0.34779400431025576,0.4021082711695827,0.2550863221967388,0.207324765793991,0.16320905082516668,0.21652093421779942,0.12788059199599422
0.35801062235031883,0.43836805736550954,0.2698721468061326,0.20803317699496554,0.16365881417864764,0.21658346907450396,0.13771765718715484
0.4744253236286046,0.4677269447543981,0.2727003963127001,0.20808207869052797,0.16373709779392656,0.2167513578002798,0.1665360272184741
0.5304690014625753,0.5891720762252527,0.29238183114563043,0.22005629186611475,0.16376265540370794,0.21851403730682376,0.16870822113553904
0.5832859849281302,0.6702323086380022,0.2925128332227556,0.23922771607478427,0.1641486808702765,0.28153285159604363,0.1697529970588632
0.6289136570515697,0.7075452689575664,0.29271977147947936,0.23963558638210594,0.17278045392050786,0.2832998025738285,0.17140931614035582
0.6894085661823376,0.7489333439128678,0.2927197857014977,0.24656495711533527,0.18072693703237253,0.2837452820814959,0.17140930236018495
0.755383413802345,0.8054015649675151,0.2929129335553604,0.24709332095627376,0.18100726073891227,0.2837456395921113,0.17207230954446331
0.8187659825955799,0.827316056038994,0.44041774077328427,0.24734427260906885,0.18105327833523266,0.2837456763430823,0.17213228446067605
0.8229430834747424,0.8688709337557883,0.4543341439817291,0.2894220260714645,0.19735470827865503,0.28670826873058974,0.18614110338219145
0.8489906473826919,0.8778364050683902,0.4886728589007838,0.34029299998460544,0.21490671383365648,0.2883309978032293,0.18849579084268625
0.8676164310359678,0.9044815819678379,0.5127328142481293,0.34130063550183587,0.23986597903065826,0.2889349094628446,0.18852854678357475
0.868886355443675,0.9163438871143134,0.5273266809031086,0.37547942328719497,0.24003062009624615,0.2893894401674619,0.1887651815654181
0.872557340888179,0.9271692859717892,0.5671022329267124,0.37905019704125537,0.24511591230190116,0.29166962179659145,0.2053195567334067
