powerflow0009r_preprocessed
Percent of gap to optimality from M2 closed
feas,comb2,rand 0,rand 1,rand 2,rand 3,rand 4
0.9010070816244716,0.9308203403829939,0.5793229667701969,0.4148367958300468,0.2454987400367054,0.3605795501086324,0.21405787812434773
0.9201675419285265,0.9374212207367913,0.5804369249584929,0.4384397639507795,0.24832704359473032,0.36070908880331765,0.22097324428524795
0.9238687702197789,0.9431858848035864,0.580514050238883,0.4474568938322798,0.2917319547346612,0.37227358156515344,0.22758710791742756
0.9374696789527588,0.9470064604090138,0.5823518930392442,0.48044701232767106,0.35997890745968814,0.38073443115918854,0.2283838932800969
0.9486789029213066,0.9541604390389435,0.5941966065415463,0.4940170198359268,0.3775343590313009,0.38310530642300855,0.2339130565336224
0.9543840866724996,0.9581848649116708,0.6063878646042781,0.5057977401411323,0.40485133271049095,0.41234005746326097,0.26067293370124583
0.9593643037211385,0.9601010137397861,0.6063879204499691,0.5071009283621427,0.407656027268514,0.412814402481646,0.3272457156678497
0.9595132114004336,0.9626178901446198,0.6331940147757966,0.6086177929572311,0.4457256024728959,0.41549420090586764,0.3392378077969876
0.9614257711672216,0.9629705103092099,0.6396092735128024,0.6200753845678489,0.4483883509922103,0.6263400820205833,0.41068455336957427
0.9627195057962209,0.9642015631644394,0.6414422369488344,0.6219639833487874,0.4694072961063335,0.6361505229585233,0.4277552091899358
0.9627313816224241,0.9664422027973892,0.6443546424094173,0.647524728552514,0.4773017738296722,0.6406357996329712,0.47202965525933194
0.9641985202558045,0.9688994827093469,0.657198260146179,0.6561503298384238,0.4773018939178335,0.6416545711668371,0.4823004724795958
0.9657660441850737,0.9697731794929838,0.6642691382627419,0.6616850794856365,0.48018656147470423,0.6423271435132226,0.4936229576006262
0.966744712612614,0.9708546048650017,0.6644976598164749,0.7193554812970957,0.4870286618585552,0.6424508850161736,0.4936229576006262
0.9686149288237998,0.9717023352890141,0.6687567747050798,0.7201486057054614,0.4921863244575947,0.6486418480877504,0.501084127920994
0.969564802431134,0.9727432019498835,0.6816790253835464,0.7809773099560222,0.49760357429949625,0.6507104631218914,0.5583227706487682
Number of cuts selected by optimality at each cut round
feas,comb2,rand 0,rand 1,rand 2,rand 3,rand 4
0,0,0,0,0,0,0
0,5,0,0,0,0,0
0,5,0,0,0,0,0
0,5,0,0,0,0,0
0,4,0,0,0,0,0
0,2,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
0,2,0,0,0,0,0
0,4,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,3,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
