q_50_10_25_1
size,cons,density,sel_size
50,10,25,18
feas,comb2,rand 0,rand 1,rand 2,rand 3,rand 4
0.6622192209219817,0.7008345812039776,0.6163671782618186,0.6140188659610482,0.6121011262128602,0.6176045153750006,0.619595467774628
0.7007589784298284,0.7105102022922511,0.6417246462046499,0.6443581506600251,0.640169082419633,0.6430863706009653,0.6464965069902469
0.7103532619467212,0.7141965948391892,0.6655257603708212,0.667622783487835,0.6639125280974573,0.665519749887441,0.6652183213857377
0.7146622710578242,0.7158944941491205,0.6766622019948905,0.68138752161842,0.6794893630312216,0.6817255400129119,0.6790860704895703
0.7160935918071368,0.7165591489457027,0.6874868544490241,0.690747601104604,0.6900521934189092,0.6908824355395738,0.6885231194804828
0.7166340795898534,0.7168284854490532,0.694729107916441,0.6970619563083341,0.6974592994296607,0.6966068991329468,0.6953940672766663
0.716836029379949,0.7169180658145348,0.700152524594326,0.7026542006271688,0.702599538220307,0.7023733460213472,0.7005055303111022
q_50_50_25_1
size,cons,density,sel_size
50,50,25,18
feas,comb2,rand 0,rand 1,rand 2,rand 3,rand 4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11789753807539306,0.18740460006334148,0.06948216140915088,0.07379324950652197,0.08777419913968469,0.08138698178499892,0.06016543125418092
0.25599182946293214,0.2821857356980773,0.1537354988558545,0.14291150979604678,0.15322624061743054,0.1833493169022548,0.1250092125626265
0.3547983407080672,0.45170737613619966,0.19436372734254048,0.1837129886343906,0.20143103117110092,0.2319613786178035,0.18846658137671973
0.3691332498432515,0.5666063006862828,0.21303855062110497,0.24411915434299072,0.2720779537864859,0.27273215803364254,0.24425724170158683
0.4713073120944771,0.632834833986721,0.26022100074754967,0.27424164551143687,0.2907736146794454,0.2955363750107173,0.2807493860230365
0.536840294149812,0.6776108504065634,0.298346295282922,0.31363811825972726,0.33025917962260787,0.32155811598391243,0.31077699509376416
0.5755369558222764,0.6951567944752698,0.3646564881948664,0.3348093464570666,0.3691067800514833,0.37631455124494656,0.34416650866397086
0.6270663367426835,0.7055152968792178,0.3999754752181249,0.3649067079222201,0.41424228349605974,0.4249483202697147,0.36719621733835744
0.6669295457459798,0.7146296882112771,0.4106357093545664,0.4248759811467569,0.4317851940980046,0.4750380307734824,0.409162939471621
0.6956321497407969,0.7219503057633355,0.4254270842274427,0.48577338509683465,0.452307225387463,0.4844147282541055,0.4592531307924693
q_50_50_100_1
size,cons,density,sel_size
50,50,100,980
feas,comb2,rand 0,rand 1,rand 2,rand 3,rand 4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20191758403560386,0.21711499233839016,0.27792019053742983,0.2963513938430632,0.2867414518867939,0.287547520477792,0.2769160318445998
0.3495212597690887,0.5841268272843414,0.4755162689695523,0.4547521180589721,0.4639191754491871,0.4642209695277144,0.47127397634439916
0.5120158640563379,0.6597116361836812,0.5531117849156532,0.5455693662119225,0.5437481883955493,0.5473504352728245,0.5490079355254919
0.640798145437078,0.6765218216722939,0.5968712038471965,0.5931530149261413,0.5915689393560288,0.5970306593188053,0.5976197790717048
0.6754320373196997,0.6866369013179946,0.6210230364574665,0.6219117627229941,0.6185635629296983,0.6209181564074973,0.6253975243066023
0.6863292621471295,0.690548860990045,0.6431673116505084,0.6443385832326113,0.6407217170586323,0.6443370546728332,0.64348351605296
0.6906429760601113,0.6922936623994801,0.6542918823736233,0.6581442949788188,0.6559252897305453,0.6589455493619377,0.6567821653103322
0.6923108994648258,0.6929924398592734,0.6649492420445535,0.6671594193306128,0.6672650048500882,0.6679596338904084,0.6656644542992283
0.6930271362621087,0.6932242884865073,0.6718073480842878,0.67343979848964,0.674271186823837,0.6737407945225683,0.6724030244674305
0.6932337994511181,0.6933082821125914,0.676912288340749,0.6786463285692462,0.6795247363498147,0.6787599709581355,0.6773105056292426
