5,0,-0.681847216,-0.681847219,-0.681847282,1
5,1,-0.861287491,-0.861287485,-0.861287491,1
5,2,-0.584229419,-0.584229095,-0.584229425,1
5,3,-2.316854199,-2.316854195,-2.316854196,1
5,4,-2.159065735,-2.159065508,-2.159065735,1
5,5,-0.925804748,-0.92580455,-0.925804824,1
5,6,-0.437779661,-0.437779666,-0.437779684,1
5,7,-1.4956431,-1.495643178,-1.495643178,1
5,8,-0.850343835,-0.850343646,-0.850343986,1
5,9,-1.994446431,-1.994446567,-1.994446557,1
5,10,-0.969848849,-0.969848582,-0.969848844,1
5,11,-1.504211243,-1.50528684,-1.54385388,0.972867691
5,12,-1.848218859,-1.848218892,-1.848218935,1
5,13,-0.631655397,-0.631654991,-0.631655401,1
5,14,-0.985553677,-0.985553681,-0.985553683,1
5,15,-1.25336169,-1.253361705,-1.253361723,1
5,16,-2.463758825,-2.463758826,-2.463758828,1
5,17,-0.761446119,-0.761446071,-0.761446121,1
5,18,-2.478378079,-2.478378058,-2.478378084,1
5,19,-2.128030562,-2.128030562,-2.128030571,1
5,20,-2.264438624,-2.264438599,-2.264438602,1
5,21,-2.025726278,-2.02572625,-2.025726242,1
5,22,-1.371455523,-1.371455514,-1.371455556,1
5,23,-1.078215622,-1.078215613,-1.078215623,1
5,24,0,0,0,1
5,25,-1.623141615,-1.623141613,-1.6231416,1
5,26,-1.377219728,-1.377219649,-1.377219729,1
5,27,-3.228951689,-3.22895145,-3.22895169,1
5,28,-0.468351464,-0.468351434,-0.468351543,1
5,29,-1.533060161,-1.533060112,-1.533060163,1
10,0,-6.365146197,-6.365144118,-6.365146199,1
10,1,-3.572452502,-3.57245088,-3.57245252,1
10,2,-4.556705715,-4.556705251,-4.556705712,1
10,3,-5.271548436,-5.271548299,-5.271548445,1
10,4,-2.995470349,-2.995468938,-3.174092128,1
10,5,-3.943871011,-3.943869769,-3.943871137,1
10,6,-4.14027822,-4.140277838,-4.14027822,1
10,7,-1.496808428,-1.496808023,-1.4968085,1
10,8,-4.137986655,-4.137985972,-4.137986623,1
10,9,-1.698369929,-1.699172096,-1.991761433,0.997265881
10,10,-4.363823327,-4.363822793,-4.36382409,1
10,11,-3.256519027,-3.256519276,-3.256519646,1
10,12,-3.949963704,-3.949963104,-4.052249701,1
10,13,-5.535363351,-5.535362494,-5.535363352,1
10,14,-3.228314125,-3.228309578,-3.228314368,1
10,15,-2.410000356,-2.409999402,-2.698285468,1
10,16,-4.8151129,-4.815112663,-4.8151129,1
10,17,-4.366269099,-4.366267986,-4.366269094,1
10,18,-4.59692737,-4.596924187,-4.59692737,1
10,19,-2.500317563,-2.500317116,-2.500317646,1
10,20,-1.857339535,-1.857334585,-1.857339535,1
10,21,-2.979698331,-2.979697122,-2.979698331,1
10,22,-4.347134278,-4.347133687,-4.347134284,1
10,23,-0.477691506,-0.477686035,-0.477691507,1
10,24,-3.701748571,-3.701745649,-3.701748601,1
10,25,-5.296386493,-5.296381873,-5.296386497,1
10,26,-4.03198614,-4.031985241,-4.031986158,1
10,27,-3.366863526,-3.366864076,-3.366864243,1
10,28,-3.553746175,-3.553744252,-3.59504614,1
10,29,-4.29787131,-4.297869548,-4.297871309,1
15,0,-6.724311814,-6.724306432,-6.724311783,1
15,1,-4.579550661,-4.579549328,-4.579550661,1
15,2,-2.648339492,-2.650849603,-3.258966683,0.995889291
15,3,-6.507937728,-6.507933445,-6.507937728,1
15,4,-5.756631125,-5.756628065,-5.925720574,1
15,5,-6.168297355,-6.168295807,-6.168297355,1
15,6,-3.876775309,-3.877488611,-4.575118814,0.99897858
15,7,-6.768352537,-6.768339586,-6.768352537,1
15,8,-7.088834925,-7.088832245,-7.088834921,1
15,9,-8.699553593,-8.699543822,-8.699553593,1
15,10,-4.637929873,-4.637928646,-4.756487637,1
15,11,-4.287103602,-4.287103042,-4.287103595,1
15,12,-4.879803053,-4.879798973,-4.87980306,1
15,13,-6.592364288,-6.592363612,-6.656809089,1
15,14,-8.22854779,-8.228537124,-8.228547795,1
15,15,-4.763167508,-4.763157465,-4.808051388,1
15,16,-4.530427895,-4.535652287,-4.82350952,0.982174275
15,17,-5.469982954,-5.469982535,-5.5668486,1
15,18,-3.711428927,-3.71141784,-3.711428928,1
15,19,-6.353058683,-6.353057466,-6.35305866,1
15,20,-4.938860039,-4.938845435,-5.106891643,1
15,21,-6.036750781,-6.036749187,-6.036750803,1
15,22,-5.694644041,-5.694634635,-5.889148017,1
15,23,-7.263472041,-7.263461395,-7.32565753,1
15,24,-4.028843242,-4.052761004,-4.889855126,0.972221333
15,25,-6.139635797,-6.139635308,-6.139635797,1
15,26,-7.271173472,-7.271171878,-7.271173473,1
15,27,-4.361037195,-4.404625603,-5.396207936,0.957892543
15,28,-8.191856272,-8.191848746,-8.191856593,1
15,29,-4.882439482,-4.882434969,-4.882440147,1
20,0,-11.33970095,-11.33969271,-11.33970081,1
20,1,-6.789730354,-6.78969932,-7.498194925,1
20,2,-6.092493028,-6.138859211,-7.98385577,0.975485304
20,3,-7.928688381,-7.928683153,-8.574873088,1
20,4,-7.721581939,-7.721563563,-7.721581891,1
20,5,-6.62711174,-6.627062551,-6.627111803,1
20,6,-9.793531733,-9.7935176,-9.793531736,1
20,7,-8.617747652,-8.617738422,-8.617747652,1
20,8,-8.552129859,-8.552106707,-8.552131669,1
20,9,-7.319154725,-7.319120757,-8.150330618,1
20,10,-7.956015147,-7.956009119,-7.956015108,1
20,11,-6.823510396,-6.956448676,-8.750163061,0.931000391
20,12,-8.277603949,-8.277584645,-8.277604023,1
20,13,-6.994378594,-6.994370896,-7.378126882,1
20,14,-6.467346225,-6.508865905,-7.669457276,0.965461027
20,15,-7.857963916,-7.857961466,-7.857963909,1
20,16,-8.496999563,-8.496983795,-8.496999419,1
20,17,-8.16462394,-8.164612152,-8.170149409,1
20,18,-6.701589715,-6.701580617,-6.777696903,1
20,19,-8.415627069,-8.415618143,-8.66536505,1
20,20,-12.31769296,-12.31768233,-12.31769296,1
20,21,-7.032603547,-7.032596945,-7.530359046,1
20,22,-7.730199385,-7.730190885,-8.44321356,1
20,23,-6.279983096,-6.279977291,-7.088977861,1
20,24,-3.782182746,-3.782169378,-4.205382798,1
20,25,-11.57690004,-11.57689813,-11.57690004,1
20,26,-10.68478621,-10.68476588,-10.68478632,1
20,27,-5.378579701,-5.426966189,-7.123663243,0.972272681
20,28,-7.960614992,-7.989186084,-8.732517713,0.962986149
20,29,-6.67857309,-6.678570439,-6.678573091,1
25,0,-10.80014476,-10.80013377,-11.21209549,1
25,1,-8.126591227,-8.268528726,-10.2028245,0.931637017
25,2,-12.36538472,-12.3858878,-13.2069762,0.975637728
25,3,-10.18159905,-10.1815862,-10.78250667,1
25,4,-12.12353577,-12.12352805,-13.08620251,1
25,5,-6.724606256,-6.910663306,-9.268157031,0.92685145
25,6,-5.679368594,-6.044184757,-9.260549768,0.898129655
25,7,-12.11540119,-12.11538243,-12.1934738,1
25,8,-10.25413834,-10.2541364,-10.25413834,1
25,9,-9.913769147,-9.91376102,-10.89524854,1
25,10,-11.39218275,-11.39218201,-12.03603678,1
25,11,-11.89417866,-11.89765702,-13.54093116,0.997887747
25,12,-7.247286011,-7.247241083,-8.033849967,1
25,13,-11.13639651,-11.1363131,-11.67243745,1
25,14,-13.75187031,-13.751865,-13.78859601,1
25,15,-10.32067848,-10.32059,-11.86354924,1
25,16,-8.007474063,-8.234211624,-10.60434058,0.912688019
25,17,-13.32376428,-13.32376188,-13.32376427,1
25,18,-6.702895353,-6.70289101,-7.4135292,1
25,19,-14.20209496,-14.20200083,-14.20209496,1
25,20,-8.114655778,-8.114587654,-9.645872591,1
25,21,-8.137079077,-8.137042746,-8.482973243,1
25,22,-9.160452077,-9.160450439,-9.372093945,1
25,23,-19.06001701,-19.05994203,-19.06001701,1
25,24,-10.93813173,-10.93809534,-11.46286477,1
25,25,-7.406573981,-7.406475254,-7.938910558,1
25,26,-9.818758663,-9.818695874,-11.52866356,1
25,27,-12.72885067,-12.72883293,-12.72885068,1
25,28,-6.038532286,-6.105427489,-8.052446244,0.966783485
