5,0,-1.4612568165401474,-1.4612566557537925,-1.5447937704477575,1
5,1,-1.2828835162543353,-1.282883379419613,-1.2828835178641673,1
5,2,-2.1646092328848088,-2.164609212430527,-2.2396800286265965,1
5,3,-0.032035191302269866,-0.032034925701316164,-0.8501931773841204,1
5,4,-3.828889097333189,-3.828888887267528,-3.828889098449719,1
5,5,-0.6667341778504046,-0.6667340394179799,-1.2391916444950795,1
5,6,-1.5982632174551406,-1.5982630581523714,-1.5982632179496954,1
5,7,-2.871420045786694,-2.8714194718828057,-2.8714200603262983,1
5,8,-1.9073106981425285,-1.9073106866615879,-2.4601477811801846,1
5,9,-0.5743237208664878,-0.5743238068929574,-0.574323814107521,1
5,10,-0.446647373109862,-0.4466473162398654,-0.7188191766394734,1
5,11,-1.6606856703567794,-1.6606857048580577,-1.7488290841500853,0.999999608577921
5,12,-1.6738103576401784,-1.6738104092692367,-1.6807847570616599,0.9999925973470629
5,13,-1.5170694764830435,-1.5170691577582274,-1.5170694754281728,1
5,14,-2.202073418138808,-2.202073153074004,-2.2020734286311607,1
5,15,-1.1026414084919514,-1.1026414458189575,-1.3731154445614329,0.9999998619941245
5,16,-0.0472957199040175,-0.04729571520585244,-0.3794673965143193,1
5,17,-1.0443179623769383,-1.0443179233441162,-1.0443180154214131,1
5,18,-2.6574750036388064,-2.6574750035910246,-2.6574750060680907,1
5,19,-2.0355608904857796,-2.0355608295153753,-2.0355608912384993,1
5,20,-0.7801697342336599,-0.7801694673073691,-1.0255444436465653,1
5,21,-0.4878616771321406,-0.48786182565317904,-0.588652635338642,0.9999985264448215
5,22,-2.471082282001379,-2.471082215497783,-2.471082290805691,1
5,23,-1.1759899074965545,-1.1759896018536071,-1.2080816117112871,1
5,24,-3.42359521402809,-3.4235955503361097,-3.5082336511158894,0.9999960265332014
5,25,-2.3441973396391154,-2.34419707948982,-2.344197339768734,1
5,26,-2.76913533463027,-2.7691353951800823,-2.769135350631626,1
5,27,-0.8526384171932385,-0.852638429087161,-1.245572129705034,0.9999999697304606
5,28,-2.395248445451225,-2.3952484272261296,-2.3952484200184623,1
5,29,-1.1592551364597372,-1.159254726999356,-1.18819121463614,1
10,0,-3.0448441924785,-3.044840466033741,-4.224578117023558,1
10,1,-5.8701464189655335,-5.870146834278412,-5.870147147362734,1
10,2,-2.8667276166338436,-2.8667243515536254,-2.866727634259344,1
10,3,-3.0355622437554204,-3.0355576737874084,-3.8247888376656114,1
10,4,-2.3370578022856607,-2.337057571537453,-2.9311367306070655,1
10,5,-4.568016272631587,-4.56801341534689,-5.3589360949212645,1
10,6,-3.04074567749943,-3.0407440386406486,-3.5766302377843884,1
10,7,-2.9973905517901445,-2.9973899995715105,-3.452728446182492,1
10,8,-1.8059682307501523,-1.8219172415643752,-2.9108114959721187,0.9855644584926545
10,9,-5.179327505037788,-5.17932659663043,-5.179327513406198,1
10,10,-1.7987642793349952,-1.8125192679136586,-3.0220005718438645,0.9887552481373392
10,11,-2.3373629730350385,-2.337359026462773,-2.588056680224035,1
10,12,-4.434465366200255,-4.434464698146816,-4.612759147518073,1
10,13,-6.3800875043131695,-6.380087118791896,-6.380087516255879,1
10,14,-0.8831883577692088,-0.8831879439940266,-2.1483663971347595,1
10,15,-3.741470252353313,-3.74146490029587,-4.60382139640181,1
10,16,-4.232000051232148,-4.312399928783313,-5.632896563288008,0.9426082677347982
10,17,-0.45368873242402835,-0.4536871659991404,-1.5270661018733085,1
10,18,-1.5122633553922644,-1.5122604991131405,-2.34488815873981,1
10,19,-4.8875631715174075,-4.887562818742448,-5.311875402030483,1
10,20,-2.6634591367811606,-2.663449536002154,-3.879561298896262,1
10,21,-4.242924127712829,-4.242921999898531,-4.242924130777565,1
10,22,-2.041178101976418,-2.041175751371813,-2.6998184249534085,1
10,23,-3.920076699195671,-3.9200719343365353,-3.9200767354684154,1
10,24,-3.0348340525946087,-3.034833816895344,-3.9478148761557805,1
10,25,-4.5135004242854295,-4.513497606079685,-4.513500435121482,1
10,26,-2.076676166265465,-2.0886055805408983,-3.1842303090757103,0.9892290464056553
10,27,-4.379121691598539,-4.379115614263892,-4.776743253680117,1
10,28,-5.2974214364354335,-5.297417810176723,-5.297421470966319,1
10,29,-2.6698292054950166,-2.669827889812976,-3.623805556726951,1
15,0,-4.536188100757348,-4.536185368917887,-7.351631707350596,1
15,1,-5.212452103642781,-5.212444530539052,-7.0787804500299805,1
